Gene	PfamDomains	LengthPfamDomain	GeneLength	PfamDomLen	PfamLengthRatio	geneType	geneClusterType
YBR186W	1	157	1808	0.000553097	0.0868363	singletons	Singletons_in_ComplementCluster
YBR187W	2	148	843	0.00237248	0.175563	singletons	Singletons_in_ComplementCluster
YBR189W	1	46	1001	0.000999001	0.045954	singletons	Singletons_in_ComplementCluster
YBR191W	1	100	871	0.00114811	0.114811	singletons	Singletons_in_ComplementCluster
YBR192W	3	309	1134	0.0026455	0.272487	singletons	Singletons_in_ComplementCluster
YBR193C	1	181	672	0.0014881	0.269345	singletons	Singletons_in_ComplementCluster
YBR194W	1	49	372	0.00268817	0.13172	singletons	Singletons_in_ComplementCluster
YBR195C	3	271	1269	0.00236407	0.213554	SSD	SSD_in_SSDCluster
YBR196C	1	484	1665	0.000600601	0.290691	singletons	Singletons_in_SSDCluster
YBR197C	1	73	654	0.00152905	0.111621	WGD	WGD_in_SSDCluster
YBR198C	8	384	2397	0.00333751	0.1602	SSD	SSD_in_SSDCluster
YBR199W	1	333	1395	0.000716846	0.23871	singletons	Singletons_in_SSDCluster
YBR200W	3	188	1656	0.00181159	0.113527	singletons	Singletons_in_SSDCluster
YBR201W	1	190	636	0.00157233	0.298742	singletons	Singletons_in_SSDCluster
YBR202W	4	631	2538	0.00157604	0.248621	SSD	SSD_in_SSDCluster
YBR204C	1	271	1128	0.000886525	0.240248	singletons	Singletons_in_SSDCluster
YBR205W	1	309	1215	0.000823045	0.254321	SSD	SSD_in_SSDCluster
YBR207W	1	396	1398	0.000715308	0.283262	SSD	SSD_in_SSDCluster
YBR208C	7	1407	5508	0.00127088	0.255447	singletons	Singletons_in_ComplementCluster
YBR210W	1	121	429	0.002331	0.282051	WGD	WGD_in_WGDCluster
YBR212W	2	135	2019	0.000990589	0.0668648	SSD	SSD_in_WGDCluster
YBR213W	3	238	825	0.00363636	0.288485	singletons	Singletons_in_WGDCluster
YBR214W	1	60	1584	0.000631313	0.0378788	WGD	WGD_in_WGDCluster
YBR215W	1	48	1962	0.000509684	0.0244648	singletons	Singletons_in_WGDCluster
YBR216C	1	668	2025	0.000493827	0.329877	WGD	WGD_in_WGDCluster
YBR217W	1	83	561	0.00178253	0.14795	singletons	Singletons_in_WGDCluster
YBR218C	6	968	3543	0.00169348	0.273215	WGD	WGD_in_WGDCluster
YBR219C	1	100	805	0.00124224	0.124224	SSD	SSD_in_SSDCluster
YBR220C	1	542	1683	0.000594177	0.322044	SSD	SSD_in_SSDCluster
YBR221C	2	302	1101	0.00181653	0.274296	singletons	Singletons_in_ComplementCluster
YBR222C	2	502	1632	0.00122549	0.307598	singletons	Singletons_in_ComplementCluster
YBR223C	1	446	1635	0.000611621	0.272783	singletons	Singletons_in_ComplementCluster
YBR227C	2	309	1563	0.00127959	0.197697	singletons	Singletons_in_ComplementCluster
YBR228W	1	81	915	0.0010929	0.0885246	singletons	Singletons_in_ComplementCluster
YBR229C	3	575	2865	0.00104712	0.200698	singletons	Singletons_in_ComplementCluster
YBR231C	1	69	912	0.00109649	0.0756579	singletons	Singletons_in_ComplementCluster
YBR233W	3	193	1242	0.00241546	0.155395	SSD	SSD_in_SSDCluster
YBR233W-A	1	84	285	0.00350877	0.294737	singletons	Singletons_in_ComplementCluster
YBR234C	2	78	1155	0.0017316	0.0675325	singletons	Singletons_in_ComplementCluster
YBR235W	2	565	3363	0.000594707	0.168005	singletons	Singletons_in_ComplementCluster
YBR236C	1	315	1311	0.000762777	0.240275	singletons	Singletons_in_ComplementCluster
YBR237W	2	280	2550	0.000784314	0.109804	singletons	Singletons_in_ComplementCluster
YBR239C	2	157	1590	0.00125786	0.0987421	SSD	SSD_in_SSDCluster
YBR240C	1	38	1353	0.000739098	0.0280857	SSD	SSD_in_SSDCluster
YBR241C	1	458	1467	0.000681663	0.312202	WGD	WGD_in_SSDCluster
YBR242W	1	162	717	0.0013947	0.225941	WGD	WGD_in_SSDCluster
YBR243C	1	176	1347	0.00074239	0.130661	singletons	Singletons_in_SSDCluster
YBR244W	1	107	489	0.00204499	0.218814	SSD	SSD_in_SSDCluster
YBR245C	4	650	3390	0.00117994	0.19174	SSD	SSD_in_SSDCluster
YBR247C	1	316	1452	0.000688705	0.217631	singletons	Singletons_in_SSDCluster
YBR248C	2	500	1659	0.00120555	0.301386	singletons	Singletons_in_SSDCluster
YBR249C	1	315	1113	0.000898473	0.283019	SSD	SSD_in_SSDCluster
YBR250W	1	135	1572	0.000636132	0.0858779	singletons	Singletons_in_ComplementCluster
YBR251W	2	137	924	0.0021645	0.148268	singletons	Singletons_in_ComplementCluster
YBR252W	1	130	444	0.00225225	0.292793	singletons	Singletons_in_ComplementCluster
YBR253W	1	109	366	0.00273224	0.297814	singletons	Singletons_in_ComplementCluster
YBR254C	1	164	528	0.00189394	0.310606	singletons	Singletons_in_ComplementCluster
YBR256C	2	179	717	0.0027894	0.249651	singletons	Singletons_in_ComplementCluster
YBR257W	1	92	840	0.00119048	0.109524	singletons	Singletons_in_ComplementCluster
YBR258C	1	118	429	0.002331	0.275058	singletons	Singletons_in_ComplementCluster
YBR260C	1	158	2001	0.00049975	0.0789605	SSD	SSD_in_SSDCluster
YBR261C	1	222	699	0.00143062	0.317597	singletons	Singletons_in_SSDCluster
YBR262C	1	63	321	0.00311526	0.196262	singletons	Singletons_in_SSDCluster
YBR263W	1	399	1473	0.000678887	0.270876	SSD	SSD_in_SSDCluster
YBR264C	1	164	600	0.00166667	0.273333	singletons	Singletons_in_SSDCluster
YBR265W	2	227	963	0.00207684	0.235722	singletons	Singletons_in_SSDCluster
YBR267W	1	102	1182	0.000846024	0.0862944	SSD	SSD_in_SSDCluster
YBR268W	1	55	318	0.00314465	0.172956	singletons	Singletons_in_SSDCluster
YBR269C	1	97	417	0.00239808	0.232614	singletons	Singletons_in_SSDCluster
YBR270C	1	160	1638	0.000610501	0.0976801	WGD	WGD_in_SSDCluster
YBR271W	1	186	1260	0.000793651	0.147619	SSD	SSD_in_SSDCluster
YBR272C	2	412	1443	0.001386	0.285516	singletons	Singletons_in_ComplementCluster
YBR273C	1	81	1311	0.000762777	0.0617849	WGD	WGD_in_WGDCluster
YBR274W	1	266	1584	0.000631313	0.167929	singletons	Singletons_in_ComplementCluster
YBR275C	1	417	5751	0.000173883	0.0725091	singletons	Singletons_in_ComplementCluster
YBR276C	1	130	2424	0.000412541	0.0536304	singletons	Singletons_in_ComplementCluster
YBR279W	1	413	1338	0.000747384	0.30867	singletons	Singletons_in_ComplementCluster
YBR280C	1	31	1914	0.000522466	0.0161964	singletons	Singletons_in_ComplementCluster
YBR281C	3	555	2637	0.00113766	0.210466	SSD	SSD_in_SSDCluster
YBR282W	1	96	441	0.00226757	0.217687	singletons	Singletons_in_SSDCluster
YBR283C	2	430	1473	0.00135777	0.291921	SSD	SSD_in_SSDCluster
YBR284W	1	470	2394	0.000417711	0.196324	WGD	WGD_in_SSDCluster
YBR286W	2	295	1614	0.00123916	0.182776	SSD	SSD_in_SSDCluster
YBR287W	1	400	1284	0.000778816	0.311526	singletons	Singletons_in_SSDCluster
YBR288C	1	284	1452	0.000688705	0.195592	singletons	Singletons_in_SSDCluster
YBR289W	1	222	2718	0.000367918	0.0816777	SSD	SSD_in_SSDCluster
YBR290W	1	232	966	0.0010352	0.240166	singletons	Singletons_in_SSDCluster
YBR291C	3	283	900	0.00333333	0.314444	SSD	SSD_in_SSDCluster
YBR293W	1	380	1425	0.000701754	0.266667	SSD	SSD_in_SSDCluster
YBR294W	2	564	2580	0.000775194	0.218605	SSD	SSD_in_SSDCluster
YBR295W	2	412	3651	0.000547795	0.112846	SSD	SSD_in_SSDCluster
YBR296C	1	530	1725	0.00057971	0.307246	singletons	Singletons_in_SSDCluster
YBR297W	2	267	1407	0.00142146	0.189765	SSD	SSD_in_SSDCluster
YBR298C	1	459	1845	0.000542005	0.24878	singletons	Singletons_in_SSDCluster
YBR299W	1	394	1755	0.000569801	0.224501	SSD	SSD_in_SSDCluster
YBR301W	1	93	363	0.00275482	0.256198	singletons	Singletons_in_SSDCluster
YBR302C	2	198	1140	0.00175439	0.173684	SSD	SSD_in_SSDCluster
YCL001W	1	165	567	0.00176367	0.291005	singletons	Singletons_in_ComplementCluster
YCL001W-B	1	81	255	0.00392157	0.317647	WGD	WGD_in_WGDCluster
YCL004W	1	38	1566	0.00063857	0.0242656	singletons	Singletons_in_ComplementCluster
YCL005W-A	1	60	395	0.00253165	0.151899	singletons	Singletons_in_ComplementCluster
YCL008C	2	194	1158	0.00172712	0.16753	singletons	Singletons_in_ComplementCluster
YCL009C	2	132	930	0.00215054	0.141935	singletons	Singletons_in_ComplementCluster
YCL010C	1	123	780	0.00128205	0.157692	singletons	Singletons_in_ComplementCluster
YCL011C	3	206	1284	0.00233645	0.160436	WGD	WGD_in_WGDCluster
YCL012C	1	118	472	0.00211864	0.25	singletons	Singletons_in_ComplementCluster
YCL014W	1	178	2136	0.000468165	0.0833333	singletons	Singletons_in_ComplementCluster
YCL016C	1	333	1143	0.000874891	0.291339	singletons	Singletons_in_ComplementCluster
YCL017C	1	362	1494	0.000669344	0.242303	singletons	Singletons_in_ComplementCluster
YCL018W	1	349	1095	0.000913242	0.318721	singletons	Singletons_in_ComplementCluster
YCL019W	3	430	5314	0.000564546	0.0809183	singletons	Singletons_in_ComplementCluster
YCL020W	1	97	1317	0.000759301	0.0736522	singletons	Singletons_in_ComplementCluster
YCL024W	2	381	3114	0.000642261	0.122351	WGD	WGD_in_WGDCluster
YCL025C	1	467	1902	0.000525762	0.245531	WGD	WGD_in_WGDCluster
YCL026C-A	1	163	582	0.00171821	0.280069	SSD	SSD_in_SSDCluster
YCL026C-B	1	163	582	0.00171821	0.280069	SSD	SSD_in_SSDCluster
YCL027W	1	44	1539	0.000649773	0.02859	singletons	Singletons_in_ComplementCluster
YCL029C	1	65	1323	0.000755858	0.0491308	singletons	Singletons_in_ComplementCluster
YCL030C	3	571	2400	0.00125	0.237917	singletons	Singletons_in_ComplementCluster
YCL031C	2	288	894	0.00223714	0.322148	singletons	Singletons_in_ComplementCluster
YCL032W	2	162	1041	0.00192123	0.15562	singletons	Singletons_in_ComplementCluster
YCL033C	1	125	507	0.00197239	0.246548	singletons	Singletons_in_ComplementCluster
YCL035C	1	66	333	0.003003	0.198198	WGD	WGD_in_WGDCluster
YCL037C	1	58	1305	0.000766284	0.0444444	WGD	WGD_in_WGDCluster
YCL038C	1	494	1587	0.00063012	0.311279	singletons	Singletons_in_WGDCluster
YCL039W	2	88	2238	0.000893655	0.0393208	singletons	Singletons_in_WGDCluster
YCL040W	2	465	1503	0.00133067	0.309381	WGD	WGD_in_WGDCluster
YCL043C	3	384	1569	0.00191205	0.244742	WGD	WGD_in_WGDCluster
YCL044C	2	387	1254	0.0015949	0.308612	singletons	Singletons_in_WGDCluster
YCL045C	1	219	2283	0.00043802	0.0959264	singletons	Singletons_in_WGDCluster
YCL047C	1	198	777	0.001287	0.254826	singletons	Singletons_in_WGDCluster
YCL050C	1	63	966	0.0010352	0.0652174	WGD	WGD_in_WGDCluster
YCL052C	1	179	1251	0.000799361	0.143086	singletons	Singletons_in_ComplementCluster
YCL054W	3	546	2526	0.00118765	0.216152	SSD	SSD_in_SSDCluster
YCL055W	1	183	1008	0.000992063	0.181548	singletons	Singletons_in_SSDCluster
YCL057C-A	1	84	294	0.00340136	0.285714	singletons	Singletons_in_ComplementCluster
YCL057W	1	460	2139	0.000467508	0.215054	SSD	SSD_in_SSDCluster
YCL059C	1	80	951	0.00105152	0.084122	singletons	Singletons_in_ComplementCluster
YCL061C	1	140	3291	0.000303859	0.0425403	singletons	Singletons_in_ComplementCluster
YCL063W	1	417	1272	0.000786164	0.32783	singletons	Singletons_in_ComplementCluster
YCL064C	1	316	1083	0.000923361	0.291782	singletons	Singletons_in_ComplementCluster
YCL066W	1	103	528	0.00189394	0.195076	SSD	SSD_in_SSDCluster
YCL067C	1	57	633	0.00157978	0.0900474	SSD	SSD_in_SSDCluster
YCL069W	1	201	918	0.00108932	0.218954	WGD	WGD_in_WGDCluster
YCL073C	1	428	1848	0.000541126	0.231602	WGD	WGD_in_WGDCluster
YCL074W	1	163	927	0.00107875	0.175836	singletons	Singletons_in_ComplementCluster
YCL076W	1	152	748	0.0013369	0.203209	singletons	Singletons_in_ComplementCluster
YCR002C	1	280	969	0.00103199	0.288958	singletons	Singletons_in_WGDCluster
YCR003W	1	57	552	0.00181159	0.103261	singletons	Singletons_in_WGDCluster
YCR004C	1	145	744	0.00134409	0.194892	SSD	SSD_in_WGDCluster
YCR005C	1	378	1383	0.000723066	0.273319	WGD	WGD_in_WGDCluster
YCR007C	1	120	720	0.00138889	0.166667	singletons	Singletons_in_WGDCluster
YCR008W	1	272	1812	0.000551876	0.15011	singletons	Singletons_in_WGDCluster
YCR009C	1	226	798	0.00125313	0.283208	singletons	Singletons_in_WGDCluster
YCR010C	1	206	852	0.00117371	0.241784	WGD	WGD_in_WGDCluster
YCR011C	3	433	3150	0.000952381	0.13746	WGD	WGD_in_WGDCluster
YCR012W	1	395	1251	0.000799361	0.315747	singletons	Singletons_in_ComplementCluster
YCR014C	3	308	1749	0.00171527	0.176101	singletons	Singletons_in_ComplementCluster
YCR016W	1	96	873	0.00114548	0.109966	singletons	Singletons_in_ComplementCluster
YCR017C	1	202	2862	0.000349406	0.07058	singletons	Singletons_in_ComplementCluster
YCR018C	1	35	666	0.0015015	0.0525526	SSD	SSD_in_SSDCluster
YCR019W	1	196	1092	0.000915751	0.179487	singletons	Singletons_in_ComplementCluster
YCR020C	1	206	648	0.00154321	0.317901	singletons	Singletons_in_ComplementCluster
YCR020C-A	1	64	267	0.00374532	0.2397	singletons	Singletons_in_ComplementCluster
YCR021C	1	240	999	0.001001	0.24024	singletons	Singletons_in_ComplementCluster
YCR023C	1	505	1836	0.000544662	0.275054	singletons	Singletons_in_ComplementCluster
YCR024C	2	435	1479	0.00135227	0.294118	SSD	SSD_in_SSDCluster
YCR024C-A	1	39	123	0.00813008	0.317073	WGD	WGD_in_WGDCluster
YCR026C	1	375	2229	0.000448632	0.168237	WGD	WGD_in_WGDCluster
YCR027C	1	173	630	0.0015873	0.274603	singletons	Singletons_in_ComplementCluster
YCR028C	1	411	1539	0.000649773	0.267057	singletons	Singletons_in_ComplementCluster
YCR028C-A	1	97	491	0.00203666	0.197556	singletons	Singletons_in_ComplementCluster
YCR030C	1	259	2613	0.000382702	0.0991198	singletons	Singletons_in_ComplementCluster
YCR031C	1	118	721	0.00138696	0.163662	singletons	Singletons_in_ComplementCluster
YCR032W	2	401	6504	0.000307503	0.0616544	singletons	Singletons_in_ComplementCluster
YCR033W	2	90	3681	0.000543331	0.0244499	singletons	Singletons_in_ComplementCluster
YCR034W	1	244	1044	0.000957854	0.233716	WGD	WGD_in_SSDCluster
YCR035C	1	196	1185	0.000843882	0.165401	singletons	Singletons_in_SSDCluster
YCR036W	1	323	1002	0.000998004	0.322355	SSD	SSD_in_SSDCluster
YCR037C	2	597	2772	0.000721501	0.215368	WGD	WGD_in_SSDCluster
YCR038C	1	167	1929	0.000518403	0.0865734	SSD	SSD_in_SSDCluster
YCR039C	1	57	633	0.00157978	0.0900474	SSD	SSD_in_SSDCluster
YCR040W	1	103	528	0.00189394	0.195076	SSD	SSD_in_SSDCluster
YCR044C	1	283	1074	0.000931099	0.263501	singletons	Singletons_in_ComplementCluster
YCR045C	1	260	1476	0.000677507	0.176152	singletons	Singletons_in_ComplementCluster
YCR046C	1	119	510	0.00196078	0.233333	singletons	Singletons_in_ComplementCluster
YCR047C	2	179	828	0.00241546	0.216184	singletons	Singletons_in_ComplementCluster
YCR048W	1	407	1833	0.000545554	0.22204	WGD	WGD_in_WGDCluster
YCR051W	1	54	669	0.00149477	0.0807175	singletons	Singletons_in_WGDCluster
YCR053W	2	428	1545	0.0012945	0.277023	singletons	Singletons_in_ComplementCluster
YCR054C	1	98	1692	0.000591017	0.0579196	singletons	Singletons_in_ComplementCluster
YCR057C	6	297	2772	0.0021645	0.107143	singletons	Singletons_in_ComplementCluster
YCR059C	2	212	777	0.002574	0.272844	SSD	SSD_in_SSDCluster
YCR060W	1	66	336	0.00297619	0.196429	singletons	Singletons_in_SSDCluster
YCR061W	2	394	1896	0.00105485	0.207806	SSD	SSD_in_SSDCluster
YCR063W	1	154	474	0.0021097	0.324895	singletons	Singletons_in_SSDCluster
YCR065W	1	84	1695	0.000589971	0.0495575	singletons	Singletons_in_SSDCluster
YCR066W	2	72	1464	0.00136612	0.0491803	SSD	SSD_in_SSDCluster
YCR067C	1	35	3198	0.000312695	0.0109443	WGD	WGD_in_WGDCluster
YCR068W	1	88	1563	0.000639795	0.056302	singletons	Singletons_in_WGDCluster
YCR069W	1	162	957	0.00104493	0.169279	WGD	WGD_in_WGDCluster
YCR071C	1	82	441	0.00226757	0.185941	singletons	Singletons_in_WGDCluster
YCR072C	8	347	1548	0.00516796	0.22416	SSD	SSD_in_WGDCluster
YCR073C	1	276	3996	0.00025025	0.0690691	WGD	WGD_in_WGDCluster
YCR073W-A	1	213	948	0.00105485	0.224684	WGD	WGD_in_WGDCluster
YCR075C	2	118	783	0.00255428	0.150702	singletons	Singletons_in_WGDCluster
YCR075W-A	1	70	228	0.00438596	0.307018	WGD	WGD_in_WGDCluster
YCR077C	2	573	2391	0.00083647	0.239649	singletons	Singletons_in_ComplementCluster
YCR079W	1	294	1329	0.000752445	0.221219	singletons	Singletons_in_ComplementCluster
YCR081W	1	62	4284	0.000233427	0.0144725	singletons	Singletons_in_ComplementCluster
YCR083W	1	99	384	0.00260417	0.257812	singletons	Singletons_in_ComplementCluster
YCR084C	8	345	2142	0.00373483	0.161064	singletons	Singletons_in_ComplementCluster
YCR086W	2	163	573	0.0034904	0.284468	singletons	Singletons_in_ComplementCluster
YCR087C-A	1	28	462	0.0021645	0.0606061	singletons	Singletons_in_ComplementCluster
YCR088W	2	166	1779	0.00112423	0.0933108	singletons	Singletons_in_ComplementCluster
YCR089W	5	241	4830	0.0010352	0.0498965	WGD	WGD_in_WGDCluster
YCR090C	1	175	549	0.00182149	0.318761	singletons	Singletons_in_WGDCluster
YCR091W	1	278	2163	0.000462321	0.128525	WGD	WGD_in_WGDCluster
YCR092C	5	851	3057	0.00163559	0.278377	SSD	SSD_in_SSDCluster
YCR093W	6	1268	6327	0.000948317	0.200411	singletons	Singletons_in_ComplementCluster
YCR094W	1	297	1176	0.00085034	0.252551	WGD	WGD_in_WGDCluster
YCR095C	1	158	1089	0.000918274	0.145087	singletons	Singletons_in_ComplementCluster
YCR096C	1	58	360	0.00277778	0.161111	singletons	Singletons_in_ComplementCluster
YCR097W	1	55	487	0.00205339	0.112936	singletons	Singletons_in_ComplementCluster
YCR098C	1	423	1557	0.000642261	0.271676	SSD	SSD_in_SSDCluster
YCR099C	1	127	468	0.00213675	0.271368	singletons	Singletons_in_SSDCluster
YCR100C	1	265	951	0.00105152	0.278654	singletons	Singletons_in_SSDCluster
YCR101C	1	124	549	0.00182149	0.225865	singletons	Singletons_in_SSDCluster
YCR102C	1	140	1107	0.000903342	0.126468	SSD	SSD_in_SSDCluster
YCR102W-A	1	37	198	0.00505051	0.186869	singletons	Singletons_in_SSDCluster
YCR104W	1	93	375	0.00266667	0.248	singletons	Singletons_in_SSDCluster
YCR105W	2	243	1086	0.00184162	0.223757	SSD	SSD_in_SSDCluster
YCR106W	1	38	2499	0.00040016	0.0152061	SSD	SSD_in_SSDCluster
YCR107W	1	311	1092	0.000915751	0.284799	singletons	Singletons_in_SSDCluster
YDL001W	1	172	1293	0.000773395	0.133024	SSD	SSD_in_SSDCluster
YDL002C	1	64	612	0.00163399	0.104575	singletons	Singletons_in_SSDCluster
YDL003W	2	169	1701	0.00117578	0.0993533	singletons	Singletons_in_SSDCluster
YDL004W	1	80	483	0.00207039	0.165631	singletons	Singletons_in_SSDCluster
YDL005C	1	99	1296	0.000771605	0.0763889	singletons	Singletons_in_SSDCluster
YDL006W	1	253	846	0.00118203	0.299054	singletons	Singletons_in_SSDCluster
YDL007W	3	232	1314	0.00228311	0.17656	SSD	SSD_in_SSDCluster
YDL008W	1	101	498	0.00200803	0.202811	singletons	Singletons_in_ComplementCluster
YDL010W	1	65	696	0.00143678	0.0933908	WGD	WGD_in_WGDCluster
YDL014W	1	234	984	0.00101626	0.237805	singletons	Singletons_in_ComplementCluster
YDL015C	1	156	933	0.00107181	0.167203	singletons	Singletons_in_ComplementCluster
YDL017W	2	384	1524	0.00131234	0.251969	singletons	Singletons_in_ComplementCluster
YDL018C	1	195	678	0.00147493	0.287611	singletons	Singletons_in_ComplementCluster
YDL019C	3	500	3852	0.000778816	0.129803	WGD	WGD_in_WGDCluster
YDL021W	2	213	936	0.00213675	0.227564	WGD	WGD_in_WGDCluster
YDL022W	2	316	1176	0.00170068	0.268707	WGD	WGD_in_WGDCluster
YDL024C	1	334	1407	0.000710732	0.237385	singletons	Singletons_in_ComplementCluster
YDL025C	1	272	1863	0.000536769	0.146001	SSD	SSD_in_SSDCluster
YDL028C	1	276	2295	0.00043573	0.120261	singletons	Singletons_in_ComplementCluster
YDL029W	1	387	1299	0.000769823	0.297921	singletons	Singletons_in_ComplementCluster
YDL030W	4	471	1593	0.00251099	0.295669	singletons	Singletons_in_ComplementCluster
YDL031W	3	334	2988	0.00100402	0.11178	singletons	Singletons_in_ComplementCluster
YDL033C	1	380	1254	0.000797448	0.30303	singletons	Singletons_in_ComplementCluster
YDL035C	2	302	2886	0.000693001	0.104643	singletons	Singletons_in_ComplementCluster
YDL036C	1	150	1389	0.000719942	0.107991	WGD	WGD_in_WGDCluster
YDL037C	1	140	987	0.00101317	0.141844	SSD	SSD_in_WGDCluster
YDL040C	2	530	2565	0.000779727	0.206628	singletons	Singletons_in_WGDCluster
YDL042C	2	373	1689	0.00118413	0.220841	WGD	WGD_in_WGDCluster
YDL043C	2	140	801	0.00249688	0.174782	singletons	Singletons_in_WGDCluster
YDL044C	1	227	1323	0.000755858	0.17158	singletons	Singletons_in_WGDCluster
YDL045C	1	177	921	0.00108578	0.192182	singletons	Singletons_in_WGDCluster
YDL046W	1	129	522	0.00191571	0.247126	singletons	Singletons_in_WGDCluster
YDL047W	1	196	936	0.00106838	0.209402	singletons	Singletons_in_WGDCluster
YDL048C	1	23	1473	0.000678887	0.0156144	WGD	WGD_in_WGDCluster
YDL049C	1	101	807	0.00123916	0.125155	SSD	SSD_in_SSDCluster
YDL051W	2	114	828	0.00241546	0.137681	singletons	Singletons_in_SSDCluster
YDL052C	1	129	912	0.00109649	0.141447	singletons	Singletons_in_SSDCluster
YDL054C	1	398	1461	0.000684463	0.272416	singletons	Singletons_in_SSDCluster
YDL055C	2	269	1086	0.00184162	0.247698	SSD	SSD_in_SSDCluster
YDL056W	2	138	2502	0.000799361	0.0551559	SSD	SSD_in_SSDCluster
YDL057W	1	138	987	0.00101317	0.139818	singletons	Singletons_in_SSDCluster
YDL058W	2	478	5373	0.000372232	0.0889633	singletons	Singletons_in_SSDCluster
YDL059C	1	154	717	0.0013947	0.214784	singletons	Singletons_in_SSDCluster
YDL060W	2	371	2367	0.000844951	0.156738	SSD	SSD_in_SSDCluster
YDL061C	1	50	171	0.00584795	0.292398	WGD	WGD_in_WGDCluster
YDL064W	1	144	584	0.00171233	0.246575	singletons	Singletons_in_WGDCluster
YDL065C	1	276	1029	0.000971817	0.268222	singletons	Singletons_in_WGDCluster
YDL066W	1	395	1287	0.000777001	0.306915	singletons	Singletons_in_WGDCluster
YDL070W	3	236	1917	0.00156495	0.123109	WGD	WGD_in_WGDCluster
YDL072C	1	139	612	0.00163399	0.227124	singletons	Singletons_in_ComplementCluster
YDL073W	1	119	2955	0.000338409	0.0402707	singletons	Singletons_in_ComplementCluster
YDL074C	2	142	2103	0.000951022	0.0675226	singletons	Singletons_in_ComplementCluster
YDL075W	1	81	763	0.00131062	0.10616	singletons	Singletons_in_ComplementCluster
YDL076C	2	117	885	0.00225989	0.132203	singletons	Singletons_in_ComplementCluster
YDL077C	2	226	3150	0.000634921	0.071746	singletons	Singletons_in_ComplementCluster
