chr	TSS	TTS	Gene	.	strand	geneType	geneClusterType
chrII	383106	385983	YBR073W	RDH54	+	SSD	SSD_in_SSDCluster
chrII	386280	389211	YBR074W	YBR074W	+	singletons	Singletons_in_ComplementCluster
chrII	390368	391388	YBR076W	ECM8	+	singletons	Singletons_in_ComplementCluster
chrII	391344	391611	YBR076C-A	YBR076C-A	-	singletons	Singletons_in_ComplementCluster
chrII	391798	392287	YBR077C	SLM4	-	singletons	Singletons_in_ComplementCluster
chrII	393117	394854	YBR078W	ECM33	+	WGD	WGD_in_WGDCluster
chrII	395376	398271	YBR079C	RPG1	-	singletons	Singletons_in_ComplementCluster
chrII	398607	400884	YBR080C	SEC18	-	singletons	Singletons_in_ComplementCluster
chrII	401246	405245	YBR081C	SPT7	-	singletons	Singletons_in_ComplementCluster
chrII	406621	407163	YBR082C	UBC4	-	singletons	Singletons_in_ComplementCluster
chrII	409162	410623	YBR083W	TEC1	+	singletons	Singletons_in_WGDCluster
chrII	411047	413975	YBR084W	MIS1	+	SSD	SSD_in_WGDCluster
chrII	414179	415255	YBR084C-A	RPL19A	-	singletons	Singletons_in_ComplementCluster
chrII	415976	416900	YBR085W	AAC3	+	WGD	WGD_in_WGDCluster
chrII	418900	419158	YBR085C-A	YBR085C-A	-	singletons	Singletons_in_WGDCluster
chrII	420194	423035	YBR086C	IST2	-	singletons	Singletons_in_WGDCluster
chrII	423758	424823	YBR087W	RFC5	+	singletons	Singletons_in_WGDCluster
chrII	424983	425760	YBR088C	POL30	-	singletons	Singletons_in_WGDCluster
chrII	425176	425776	YBR089W	YBR089W	+	singletons	Singletons_in_WGDCluster
chrII	426183	426483	YBR089C-A	NHP6B	-	WGD	WGD_in_WGDCluster
chrII	426326	427052	YBR090C	YBR090C	-	singletons	Singletons_in_ComplementCluster
chrII	427148	427478	YBR091C	TIM12	-	SSD	SSD_in_SSDCluster
chrII	427691	429095	YBR092C	PHO3	-	SSD	SSD_in_SSDCluster
chrII	429541	430945	YBR093C	PHO5	-	SSD	SSD_in_SSDCluster
chrII	432029	434291	YBR094W	PBY1	+	singletons	Singletons_in_ComplementCluster
chrII	434399	435692	YBR095C	RXT2	-	singletons	Singletons_in_ComplementCluster
chrII	436014	436707	YBR096W	YBR096W	+	singletons	Singletons_in_ComplementCluster
chrII	436944	441309	YBR097W	VPS15	+	singletons	Singletons_in_ComplementCluster
chrII	441508	443584	YBR098W	MMS4	+	singletons	Singletons_in_ComplementCluster
chrII	442917	443301	YBR099C	YBR099C	-	singletons	Singletons_in_ComplementCluster
chrII	443814	444687	YBR101C	FES1	-	singletons	Singletons_in_ComplementCluster
chrII	445055	447317	YBR102C	EXO84	-	singletons	Singletons_in_ComplementCluster
chrII	447702	449310	YBR103W	SIF2	+	singletons	Singletons_in_ComplementCluster
chrII	449313	449457	YBR103C-A	YBR103C-A	-	singletons	Singletons_in_ComplementCluster
chrII	449660	450650	YBR104W	YMC2	+	WGD	WGD_in_WGDCluster
chrII	450874	451963	YBR105C	VID24	-	SSD	SSD_in_SSDCluster
chrII	452651	453218	YBR106W	PHO88	+	singletons	Singletons_in_SSDCluster
chrII	453786	454524	YBR107C	IML3	-	singletons	Singletons_in_SSDCluster
chrII	454815	457659	YBR108W	AIM3	+	singletons	Singletons_in_SSDCluster
chrII	457912	458356	YBR109C	CMD1	-	SSD	SSD_in_SSDCluster
chrII	458601	458826	YBR109W-A	YBR109W-A	+	singletons	Singletons_in_ComplementCluster
chrII	458865	460215	YBR110W	ALG1	+	singletons	Singletons_in_SSDCluster
chrII	461171	461867	YBR111C	YSA1	-	singletons	Singletons_in_SSDCluster
chrII	462132	462573	YBR111W-A	SUS1	+	singletons	Singletons_in_ComplementCluster
chrII	462863	465764	YBR112C	CYC8	-	SSD	SSD_in_SSDCluster
chrII	465559	466042	YBR113W	YBR113W	+	singletons	Singletons_in_SSDCluster
chrII	467241	469614	YBR114W	RAD16	+	SSD	SSD_in_SSDCluster
chrII	469741	473920	YBR115C	LYS2	-	singletons	Singletons_in_ComplementCluster
chrII	474192	474720	YBR116C	YBR116C	-	singletons	Singletons_in_ComplementCluster
chrII	474385	476431	YBR117C	TKL2	-	WGD	WGD_in_WGDCluster
chrII	477664	479041	YBR118W	TEF2	+	WGD	WGD_in_WGDCluster
chrII	479331	480317	YBR119W	MUD1	+	singletons	Singletons_in_ComplementCluster
chrII	480428	480917	YBR120C	CBP6	-	singletons	Singletons_in_WGDCluster
chrII	481357	483361	YBR121C	YBR121C	-	WGD	WGD_in_WGDCluster
chrII	482319	482478	YBR121C-A	YBR121C-A	-	singletons	Singletons_in_ComplementCluster
chrII	483963	484497	YBR122C	MRPL36	-	singletons	Singletons_in_ComplementCluster
chrII	484735	486685	YBR123C	TFC1	-	singletons	Singletons_in_ComplementCluster
chrII	486500	486860	YBR124W	YBR124W	+	singletons	Singletons_in_ComplementCluster
chrII	487192	488374	YBR125C	PTC4	-	singletons	Singletons_in_ComplementCluster
chrII	488898	490386	YBR126C	TPS1	-	singletons	Singletons_in_ComplementCluster
chrII	490843	491050	YBR126W-A	MEO1	+	singletons	Singletons_in_ComplementCluster
chrII	490920	491064	YBR126W-B	YBR126W-B	+	singletons	Singletons_in_ComplementCluster
chrII	491262	492816	YBR127C	VMA2	-	SSD	SSD_in_SSDCluster
chrII	493074	494109	YBR128C	ATG14	-	singletons	Singletons_in_ComplementCluster
chrII	494346	495333	YBR129C	OPY1	-	singletons	Singletons_in_ComplementCluster
chrII	495585	496863	YBR130C	SHE3	-	singletons	Singletons_in_ComplementCluster
chrII	497156	499271	YBR131W	CCZ1	+	singletons	Singletons_in_ComplementCluster
chrII	497643	497733	YBR131C-A	YBR131C-A	-	singletons	Singletons_in_ComplementCluster
chrII	499645	501436	YBR132C	AGP2	-	singletons	Singletons_in_ComplementCluster
chrII	501797	504281	YBR133C	HSL7	-	singletons	Singletons_in_ComplementCluster
chrII	504236	504638	YBR134W	YBR134W	+	singletons	Singletons_in_ComplementCluster
chrII	504847	505300	YBR135W	CKS1	+	singletons	Singletons_in_ComplementCluster
chrII	505661	512768	YBR136W	MEC1	+	SSD	SSD_in_SSDCluster
chrII	513037	513577	YBR137W	YBR137W	+	singletons	Singletons_in_SSDCluster
chrII	513755	515330	YBR138C	YBR138C	-	singletons	Singletons_in_SSDCluster
chrII	515657	517184	YBR139W	YBR139W	+	SSD	SSD_in_SSDCluster
chrII	517343	526622	YBR140C	IRA1	-	WGD	WGD_in_WGDCluster
chrII	527018	528032	YBR141C	BMT2	-	singletons	Singletons_in_WGDCluster
chrII	527160	527256	YBR141W-A	YBR141W-A	+	singletons	Singletons_in_ComplementCluster
chrII	528310	530632	YBR142W	MAK5	+	singletons	Singletons_in_WGDCluster
chrII	530862	532176	YBR143C	SUP45	-	singletons	Singletons_in_WGDCluster
chrII	533228	533543	YBR144C	YBR144C	-	singletons	Singletons_in_ComplementCluster
chrII	533755	534811	YBR145W	ADH5	+	WGD	WGD_in_WGDCluster
chrII	535253	536090	YBR146W	MRPS9	+	singletons	Singletons_in_WGDCluster
chrII	536568	537459	YBR147W	RTC2	+	WGD	WGD_in_WGDCluster
chrII	537869	539699	YBR148W	YSW1	+	WGD	WGD_in_WGDCluster
chrII	539980	541015	YBR149W	ARA1	+	singletons	Singletons_in_WGDCluster
chrII	541202	544487	YBR150C	TBS1	-	WGD	WGD_in_WGDCluster
chrII	545021	545972	YBR151W	APD1	+	SSD	SSD_in_SSDCluster
chrII	546369	547245	YBR152W	SPP381	+	singletons	Singletons_in_ComplementCluster
chrII	547453	548188	YBR153W	RIB7	+	singletons	Singletons_in_ComplementCluster
chrII	548355	549003	YBR154C	RPB5	-	singletons	Singletons_in_ComplementCluster
chrII	549764	550922	YBR155W	CNS1	+	singletons	Singletons_in_ComplementCluster
chrII	551097	553194	YBR156C	SLI15	-	singletons	Singletons_in_ComplementCluster
chrII	553536	554304	YBR157C	ICS2	-	singletons	Singletons_in_ComplementCluster
chrII	556542	558192	YBR158W	AMN1	+	SSD	SSD_in_SSDCluster
chrII	558678	559722	YBR159W	IFA38	+	singletons	Singletons_in_SSDCluster
chrII	560071	560968	YBR160W	CDC28	+	SSD	SSD_in_SSDCluster
chrII	561628	562759	YBR161W	CSH1	+	WGD	WGD_in_SSDCluster
chrII	563197	564565	YBR162C	TOS1	-	SSD	SSD_in_SSDCluster
chrII	565225	565423	YBR162W-A	YSY6	+	singletons	Singletons_in_ComplementCluster
chrII	565717	567475	YBR163W	EXO5	+	singletons	Singletons_in_ComplementCluster
chrII	567869	568421	YBR164C	ARL1	-	singletons	Singletons_in_ComplementCluster
chrII	568846	569680	YBR165W	UBS1	+	singletons	Singletons_in_ComplementCluster
chrII	569836	571195	YBR166C	TYR1	-	singletons	Singletons_in_ComplementCluster
chrII	571462	571885	YBR167C	POP7	-	singletons	Singletons_in_ComplementCluster
chrII	572365	573607	YBR168W	PEX32	+	singletons	Singletons_in_ComplementCluster
chrII	573909	575991	YBR169C	SSE2	-	WGD	WGD_in_WGDCluster
chrII	576338	578081	YBR170C	NPL4	-	singletons	Singletons_in_WGDCluster
chrII	578358	578979	YBR171W	SEC66	+	singletons	Singletons_in_WGDCluster
chrII	579144	581367	YBR172C	SMY2	-	WGD	WGD_in_WGDCluster
chrII	581720	582167	YBR173C	UMP1	-	singletons	Singletons_in_WGDCluster
chrII	582332	582647	YBR174C	YBR174C	-	singletons	Singletons_in_WGDCluster
chrII	582402	583350	YBR175W	SWD3	+	singletons	Singletons_in_WGDCluster
chrII	583714	584653	YBR176W	ECM31	+	singletons	Singletons_in_WGDCluster
chrII	584801	586157	YBR177C	EHT1	-	WGD	WGD_in_WGDCluster
chrII	586065	586440	YBR178W	YBR178W	+	singletons	Singletons_in_ComplementCluster
chrII	586541	589109	YBR179C	FZO1	-	singletons	Singletons_in_WGDCluster
chrII	589735	591454	YBR180W	DTR1	+	SSD	SSD_in_WGDCluster
chrII	591706	592769	YBR181C	RPS6B	-	singletons	Singletons_in_ComplementCluster
chrII	593500	594859	YBR182C	SMP1	-	WGD	WGD_in_WGDCluster
chrII	595355	595550	YBR182C-A	YBR182C-A	-	singletons	Singletons_in_ComplementCluster
chrII	596109	597060	YBR183W	YPC1	+	WGD	WGD_in_WGDCluster
chrII	597357	598929	YBR184W	YBR184W	+	singletons	Singletons_in_WGDCluster
chrII	599117	599954	YBR185C	MBA1	-	singletons	Singletons_in_WGDCluster
chrII	600547	602355	YBR186W	PCH2	+	singletons	Singletons_in_WGDCluster
chrII	602628	603471	YBR187W	GDT1	+	singletons	Singletons_in_WGDCluster
chrII	603679	604102	YBR188C	NTC20	-	singletons	Singletons_in_WGDCluster
chrII	604502	605503	YBR189W	RPS9B	+	singletons	Singletons_in_ComplementCluster
chrII	605960	606272	YBR190W	YBR190W	+	singletons	Singletons_in_ComplementCluster
chrII	606264	607135	YBR191W	RPL21A	+	singletons	Singletons_in_ComplementCluster
chrII	607143	607218	YBR191W-A	YBR191W-A	+	singletons	Singletons_in_ComplementCluster
chrII	607646	608780	YBR192W	RIM2	+	singletons	Singletons_in_WGDCluster
chrII	609076	609748	YBR193C	MED8	-	singletons	Singletons_in_WGDCluster
chrII	610032	610404	YBR194W	AIM4	+	singletons	Singletons_in_WGDCluster
chrII	610608	611877	YBR195C	MSI1	-	SSD	SSD_in_WGDCluster
chrII	612230	613895	YBR196C	PGI1	-	singletons	Singletons_in_WGDCluster
chrII	614018	614168	YBR196C-A	YBR196C-A	-	singletons	Singletons_in_ComplementCluster
chrII	614520	614625	YBR196C-B	YBR196C-B	-	singletons	Singletons_in_ComplementCluster
chrII	615197	615851	YBR197C	YBR197C	-	WGD	WGD_in_SSDCluster
chrII	616121	618518	YBR198C	TAF5	-	SSD	SSD_in_SSDCluster
chrII	618903	620298	YBR199W	KTR4	+	singletons	Singletons_in_SSDCluster
chrII	620866	622522	YBR200W	BEM1	+	singletons	Singletons_in_SSDCluster
chrII	622977	623142	YBR200W-A	YBR200W-A	+	singletons	Singletons_in_ComplementCluster
chrII	623571	624207	YBR201W	DER1	+	singletons	Singletons_in_SSDCluster
chrII	624488	624692	YBR201C-A	YBR201C-A	-	singletons	Singletons_in_ComplementCluster
chrII	625766	628304	YBR202W	MCM7	+	SSD	SSD_in_SSDCluster
chrII	629162	631937	YBR203W	COS111	+	singletons	Singletons_in_SSDCluster
chrII	632248	633376	YBR204C	LDH1	-	singletons	Singletons_in_SSDCluster
chrII	633616	634831	YBR205W	KTR3	+	SSD	SSD_in_SSDCluster
chrII	634595	634919	YBR206W	YBR206W	+	singletons	Singletons_in_ComplementCluster
chrII	635140	636538	YBR207W	FTH1	+	SSD	SSD_in_SSDCluster
chrII	636697	642205	YBR208C	DUR1	-	singletons	Singletons_in_ComplementCluster
chrII	642577	642895	YBR209W	YBR209W	+	singletons	Singletons_in_ComplementCluster
chrII	645544	645973	YBR210W	ERV15	+	WGD	WGD_in_WGDCluster
chrII	646152	647127	YBR211C	AME1	-	singletons	Singletons_in_WGDCluster
chrII	647880	649899	YBR212W	NGR1	+	SSD	SSD_in_WGDCluster
chrII	650362	651187	YBR213W	MET8	+	singletons	Singletons_in_WGDCluster
chrII	651409	652993	YBR214W	SDS24	+	WGD	WGD_in_WGDCluster
chrII	653350	655312	YBR215W	HPC2	+	singletons	Singletons_in_WGDCluster
chrII	655570	657595	YBR216C	YBP1	-	WGD	WGD_in_WGDCluster
chrII	657826	658387	YBR217W	ATG12	+	singletons	Singletons_in_WGDCluster
chrII	658701	662244	YBR218C	PYC2	-	WGD	WGD_in_WGDCluster
chrII	662493	663298	YBR219C	YBR219C	-	SSD	SSD_in_SSDCluster
chrII	662989	664672	YBR220C	YBR220C	-	SSD	SSD_in_SSDCluster
chrII	665147	666248	YBR221C	PDB1	-	singletons	Singletons_in_ComplementCluster
chrII	666532	666637	YBR221W-A	YBR221W-A	+	singletons	Singletons_in_ComplementCluster
chrII	666714	668346	YBR222C	PCS60	-	singletons	Singletons_in_ComplementCluster
chrII	668657	670292	YBR223C	TDP1	-	singletons	Singletons_in_ComplementCluster
chrII	668715	668835	YBR223W-A	YBR223W-A	+	singletons	Singletons_in_ComplementCluster
chrII	670119	670635	YBR224W	YBR224W	+	singletons	Singletons_in_ComplementCluster
chrII	670621	673324	YBR225W	YBR225W	+	singletons	Singletons_in_ComplementCluster
chrII	673149	673560	YBR226C	YBR226C	-	singletons	Singletons_in_ComplementCluster
chrII	673566	675129	YBR227C	MCX1	-	singletons	Singletons_in_ComplementCluster
chrII	675307	676222	YBR228W	SLX1	+	singletons	Singletons_in_ComplementCluster
chrII	676351	679216	YBR229C	ROT2	-	singletons	Singletons_in_ComplementCluster
chrII	679543	680045	YBR230C	OM14	-	singletons	Singletons_in_ComplementCluster
chrII	680356	680557	YBR230W-A	YBR230W-A	+	singletons	Singletons_in_ComplementCluster
chrII	680682	681857	LSR1	LSR1	-	singletons	Singletons_in_ComplementCluster
chrII	682173	683085	YBR231C	SWC5	-	singletons	Singletons_in_ComplementCluster
chrII	683367	683727	YBR232C	YBR232C	-	singletons	Singletons_in_ComplementCluster
chrII	683422	684664	YBR233W	PBP2	+	SSD	SSD_in_SSDCluster
chrII	684971	685256	YBR233W-A	DAD3	+	singletons	Singletons_in_ComplementCluster
chrII	685432	686587	YBR234C	ARC40	-	singletons	Singletons_in_ComplementCluster
chrII	686895	690258	YBR235W	VHC1	+	singletons	Singletons_in_ComplementCluster
chrII	690377	691688	YBR236C	ABD1	-	singletons	Singletons_in_ComplementCluster
chrII	691963	694513	YBR237W	PRP5	+	singletons	Singletons_in_ComplementCluster
chrII	695101	697297	YBR238C	YBR238C	-	WGD	WGD_in_WGDCluster
chrII	698348	699938	YBR239C	ERT1	-	SSD	SSD_in_WGDCluster
chrII	700484	701837	YBR240C	THI2	-	SSD	SSD_in_WGDCluster
chrII	702583	704050	YBR241C	YBR241C	-	WGD	WGD_in_SSDCluster
chrII	704664	705381	YBR242W	YBR242W	+	WGD	WGD_in_SSDCluster
chrII	705441	706788	YBR243C	ALG7	-	singletons	Singletons_in_SSDCluster
chrII	707522	708011	YBR244W	GPX2	+	SSD	SSD_in_SSDCluster
chrII	708144	711534	YBR245C	ISW1	-	SSD	SSD_in_SSDCluster
chrII	711585	712749	YBR246W	RRT2	+	singletons	Singletons_in_SSDCluster
chrII	712998	714450	YBR247C	ENP1	-	singletons	Singletons_in_SSDCluster
chrII	714801	716460	YBR248C	HIS7	-	singletons	Singletons_in_SSDCluster
chrII	716876	717989	YBR249C	ARO4	-	SSD	SSD_in_SSDCluster
chrII	719027	720599	YBR250W	SPO23	+	singletons	Singletons_in_ComplementCluster
chrII	721384	722308	YBR251W	MRPS5	+	singletons	Singletons_in_ComplementCluster
chrII	722605	723049	YBR252W	DUT1	+	singletons	Singletons_in_ComplementCluster
chrII	723264	723630	YBR253W	SRB6	+	singletons	Singletons_in_ComplementCluster
chrII	723730	724258	YBR254C	TRS20	-	singletons	Singletons_in_ComplementCluster
chrII	724450	726535	YBR255W	MTC4	+	singletons	Singletons_in_ComplementCluster
chrII	726612	727069	YBR255C-A	RCF3	-	singletons	Singletons_in_ComplementCluster
chrII	727380	728097	YBR256C	RIB5	-	singletons	Singletons_in_ComplementCluster
chrII	728879	729719	YBR257W	POP4	+	singletons	Singletons_in_ComplementCluster
chrII	729728	730157	YBR258C	SHG1	-	singletons	Singletons_in_ComplementCluster
chrII	730381	732448	YBR259W	YBR259W	+	WGD	WGD_in_WGDCluster
chrII	732633	734634	YBR260C	RGD1	-	SSD	SSD_in_SSDCluster
chrII	734826	735525	YBR261C	TAE1	-	singletons	Singletons_in_SSDCluster
chrII	735714	736035	YBR262C	YBR262C	-	singletons	Singletons_in_SSDCluster
chrII	736258	737731	YBR263W	SHM1	+	SSD	SSD_in_SSDCluster
chrII	737764	738364	YBR264C	YPT10	-	singletons	Singletons_in_SSDCluster
chrII	738576	739539	YBR265W	TSC10	+	singletons	Singletons_in_SSDCluster
chrII	739835	741017	YBR267W	REI1	+	SSD	SSD_in_SSDCluster
chrII	739930	740383	YBR266C	YBR266C	-	singletons	Singletons_in_SSDCluster
chrII	741293	741611	YBR268W	MRPL37	+	singletons	Singletons_in_SSDCluster
chrII	742154	742571	YBR269C	SDH8	-	singletons	Singletons_in_SSDCluster
chrII	742755	744393	YBR270C	BIT2	-	WGD	WGD_in_SSDCluster
chrII	744846	746106	YBR271W	EFM2	+	SSD	SSD_in_WGDCluster
chrII	746355	747798	YBR272C	HSM3	-	singletons	Singletons_in_WGDCluster
chrII	748055	749366	YBR273C	UBX7	-	WGD	WGD_in_WGDCluster
chrII	749588	751172	YBR274W	CHK1	+	singletons	Singletons_in_ComplementCluster
chrII	751350	757101	YBR275C	RIF1	-	singletons	Singletons_in_ComplementCluster
chrII	757615	760039	YBR276C	PPS1	-	singletons	Singletons_in_ComplementCluster
chrII	760210	760612	YBR277C	YBR277C	-	singletons	Singletons_in_ComplementCluster
chrII	760289	760895	YBR278W	DPB3	+	WGD	WGD_in_WGDCluster
chrII	761252	762590	YBR279W	PAF1	+	singletons	Singletons_in_ComplementCluster
chrII	762779	764693	YBR280C	SAF1	-	singletons	Singletons_in_ComplementCluster
chrII	764965	767602	YBR281C	DUG2	-	SSD	SSD_in_SSDCluster
chrII	768235	768676	YBR282W	MRPL27	+	singletons	Singletons_in_SSDCluster
chrII	768938	770411	YBR283C	SSH1	-	SSD	SSD_in_SSDCluster
chrII	771234	773628	YBR284W	YBR284W	+	WGD	WGD_in_SSDCluster
chrII	773917	774352	YBR285W	YBR285W	+	singletons	Singletons_in_SSDCluster
chrII	774695	776309	YBR286W	YBR286W	+	SSD	SSD_in_SSDCluster
chrII	776566	777850	YBR287W	YBR287W	+	singletons	Singletons_in_SSDCluster
chrII	778007	779459	YBR288C	APM3	-	singletons	Singletons_in_SSDCluster
chrII	779662	782380	YBR289W	SNF5	+	SSD	SSD_in_SSDCluster
chrII	782586	783552	YBR290W	BSD2	+	singletons	Singletons_in_SSDCluster
chrII	783668	784568	YBR291C	CTP1	-	SSD	SSD_in_SSDCluster
chrII	784697	785069	YBR292C	YBR292C	-	singletons	Singletons_in_ComplementCluster
chrII	787000	788425	YBR293W	VBA2	+	SSD	SSD_in_SSDCluster
chrII	789229	791809	YBR294W	SUL1	+	SSD	SSD_in_SSDCluster
chrII	792842	796493	YBR295W	PCA1	+	SSD	SSD_in_SSDCluster
chrII	796791	798516	YBR296C	PHO89	-	singletons	Singletons_in_SSDCluster
chrII	800116	800236	YBR296C-A	YBR296C-A	-	singletons	Singletons_in_ComplementCluster
chrII	800516	801923	YBR297W	MAL33	+	SSD	SSD_in_SSDCluster
chrII	802624	804469	YBR298C	MAL31	-	singletons	Singletons_in_SSDCluster
chrII	805028	805250	YBR298C-A	YBR298C-A	-	singletons	Singletons_in_ComplementCluster
chrII	805344	807099	YBR299W	MAL32	+	SSD	SSD_in_SSDCluster
chrII	808593	809091	YBR300C	YBR300C	-	singletons	Singletons_in_SSDCluster
chrII	809050	809413	YBR301W	PAU24	+	singletons	Singletons_in_SSDCluster
chrII	810333	811473	YBR302C	COS2	-	SSD	SSD_in_SSDCluster
chrIII	891	1639	YCL076W	YCL076W	+	singletons	Singletons_in_ComplementCluster
chrIII	2125	2566	YCL075W	YCL075W	+	singletons	Singletons_in_ComplementCluster
chrIII	2823	3750	YCL074W	YCL074W	+	singletons	Singletons_in_ComplementCluster
chrIII	6478	8326	YCL073C	GEX1	-	WGD	WGD_in_WGDCluster
chrIII	9705	10623	YCL069W	VBA3	+	WGD	WGD_in_WGDCluster
chrIII	11502	12285	YCL068C	YCL068C	-	SSD	SSD_in_SSDCluster
chrIII	12385	13018	YCL067C	HMLALPHA2	-	SSD	SSD_in_SSDCluster
chrIII	13281	13809	YCL066W	HMLALPHA1	+	SSD	SSD_in_SSDCluster
chrIII	13750	14119	YCL065W	YCL065W	+	singletons	Singletons_in_ComplementCluster
chrIII	15797	16880	YCL064C	CHA1	-	singletons	Singletons_in_ComplementCluster
chrIII	17289	18561	YCL063W	VAC17	+	singletons	Singletons_in_ComplementCluster
chrIII	18815	22106	YCL061C	MRC1	-	singletons	Singletons_in_ComplementCluster
chrIII	22428	23379	YCL059C	KRR1	-	singletons	Singletons_in_ComplementCluster
chrIII	23522	23981	YCL058C	FYV5	-	singletons	Singletons_in_ComplementCluster
chrIII	23583	23925	YCL058W-A	ADF1	+	singletons	Singletons_in_ComplementCluster
chrIII	24031	24325	YCL057C-A	YCL057C-A	-	singletons	Singletons_in_ComplementCluster
chrIII	24767	26906	YCL057W	PRD1	+	SSD	SSD_in_SSDCluster
chrIII	26924	27359	YCL056C	PEX34	-	singletons	Singletons_in_SSDCluster
chrIII	27928	28936	YCL055W	KAR4	+	singletons	Singletons_in_SSDCluster
chrIII	31448	33974	YCL054W	SPB1	+	SSD	SSD_in_SSDCluster
chrIII	34142	35393	YCL052C	PBN1	-	singletons	Singletons_in_ComplementCluster
chrIII	35864	37616	YCL051W	LRE1	+	WGD	WGD_in_WGDCluster
chrIII	37835	38801	YCL050C	APA1	-	WGD	WGD_in_WGDCluster
chrIII	39785	40724	YCL049C	YCL049C	-	singletons	Singletons_in_WGDCluster
chrIII	41487	41727	YCL048W-A	YCL048W-A	+	singletons	Singletons_in_ComplementCluster
chrIII	42164	43556	YCL048W	SPS22	+	WGD	WGD_in_WGDCluster
chrIII	43660	44437	YCL047C	POF1	-	singletons	Singletons_in_WGDCluster
chrIII	44622	46905	YCL045C	EMC1	-	singletons	Singletons_in_WGDCluster
chrIII	46639	46963	YCL046W	YCL046W	+	singletons	Singletons_in_WGDCluster
chrIII	47110	48364	YCL044C	MGR1	-	singletons	Singletons_in_WGDCluster
chrIII	48652	50221	YCL043C	PDI1	-	WGD	WGD_in_WGDCluster
chrIII	50132	50627	YCL041C	YCL041C	-	singletons	Singletons_in_ComplementCluster
chrIII	50583	50943	YCL042W	YCL042W	+	singletons	Singletons_in_ComplementCluster
chrIII	50837	52340	YCL040W	GLK1	+	WGD	WGD_in_WGDCluster
chrIII	52644	54882	YCL039W	GID7	+	singletons	Singletons_in_WGDCluster
chrIII	54940	56527	YCL038C	ATG22	-	singletons	Singletons_in_WGDCluster
chrIII	57373	58678	YCL037C	SRO9	-	WGD	WGD_in_WGDCluster
chrIII	59025	60726	YCL036W	GFD2	+	WGD	WGD_in_WGDCluster
chrIII	60840	61173	YCL035C	GRX1	-	WGD	WGD_in_WGDCluster
chrIII	61657	62722	YCL034W	LSB5	+	singletons	Singletons_in_ComplementCluster
chrIII	62775	63282	YCL033C	MXR2	-	singletons	Singletons_in_ComplementCluster
chrIII	63440	64481	YCL032W	STE50	+	singletons	Singletons_in_ComplementCluster
chrIII	64674	65568	YCL031C	RRP7	-	singletons	Singletons_in_ComplementCluster
chrIII	65933	68333	YCL030C	HIS4	-	singletons	Singletons_in_ComplementCluster
chrIII	68598	69921	YCL029C	BIK1	-	singletons	Singletons_in_ComplementCluster
chrIII	70149	71367	YCL028W	RNQ1	+	singletons	Singletons_in_ComplementCluster
chrIII	71802	73341	YCL027W	FUS1	+	singletons	Singletons_in_ComplementCluster
chrIII	73404	73986	YCL026C-B	HBN1	-	SSD	SSD_in_SSDCluster
chrIII	74703	75285	YCL026C-A	FRM2	-	SSD	SSD_in_SSDCluster
chrIII	76017	77919	YCL025C	AGP1	-	WGD	WGD_in_WGDCluster
