NoPair	geneNameA	chromA	startA	endA	strandA	distTelomerA	distCentromereA	distanceARSA	Nucleosome_Neigh_geneA	geneNameB	chromB	startB	endB	strandB	distTelomerB	distCentromereB	distanceARSB	Chrom_Dist	Type	nucCor_prom	nucCor_SEQ	Jaccard_tf	dist	nameA	nameB	Distance_a_b_corrected	ACS	Ranking	Nucleosome_Neigh_geneB	PairRank	PairACS	NumA	NeighbA_ACS	NeighbA_Rank	NumB	NeighbB_ACS	NeighbB_Rank
115	YBR114W	chrII	467241	469614	+	0.422495	0.397172	17087	0.0252583607117562	YOR191W	chrXV	692475	697335	+	0.360999	0.477711	32406	DIFF	SSD	-0.1077527	-0.1140216	0.1818181818	NA	RAD16	ULS1	0.5600192666	1.4	931	0.154500678379633	931	1.4	104	1.00961538461538	2795.97115384615	42	1.2452380952381	2066.97619047619
643	YBR117C	chrII	474385	476431	-	0.414112	0.409621	10270	0.0150610732981432	YPR074C	chrXVI	692792	694835	-	0.2671	0.34712	600	DIFF	WGD	0.473089575	0.3481865	0.2	NA	TKL2	TKL1	0.4193870988	1	3261	0.050545577679783	3261	1	90	1.12444444444444	2505.52222222222	90	1.02	2771.75555555556
644	YBR118W	chrII	477664	479041	+	0.410903	0.415335	7660	-0.0403899906004324	YPR080W	chrXVI	700591	701968	+	0.259576	0.367067	4909	DIFF	WGD	0.210297756	0.145995	0.2272727273	NA	TEF2	TEF1	NA	5.8	1	0.144255864733995	1	5.8	90	1.16	2561.2	110	1.10454545454545	2228.45454545455
645	YBR121C	chrII	481357	483361	-	0.40559	0.42177	3340	-0.0388647062626159	YPR081C	chrXVI	702111	703968	-	0.257466	0.370954	6429	DIFF	WGD	-0.108893101	-0.1508565	0.1875	NA	GRS1	GRS2	0.6655179649	1	3315	0.0546341064697695	3315	1	90	1.20666666666667	2399.96666666667	110	1.09363636363636	2281.89090909091
116	YBR127C	chrII	491262	492816	-	0.393963	0.439031	4315	0.219087129919322	YJR121W	chrX	647596	649132	+	0.129548	0.681677	5234	DIFF	SSD	-0.01563932	0.07951979	0.3157894737	NA	VMA2	ATP2	0.6373306833	2	208	-0.117764691524927	208	2	66	1.15757575757576	2164.74242424242	110	1.14545454545455	2503.59090909091
646	YBR140C	chrII	517343	526622	-	0.35239	0.48448	30396	-0.0650451937856052	YOL081W	chrXV	171069	180309	+	0.156759	0.443317	3849	DIFF	WGD	0.205832327	0.2912828	0.3333333333	NA	IRA1	IRA2	0.0788005439	2.9	1	-0.0789338395126462	1	2.9	90	0.988888888888889	3023.15555555556	87	1.06551724137931	2987.79310344828
647	YBR145W	chrII	533755	534811	+	0.34232	0.513079	46808	0.0902981762335911	YOL086C	chrXV	159547	160594	-	0.146201	0.503479	6382	DIFF	WGD	-0.116131449	-0.1592844	0.1	NA	ADH5	ADH1	NA	1.6	216	-0.117225658346874	216	1.6	88	1.21363636363636	2253.78409090909	66	0.963636363636364	2599.57575757576
648	YBR147W	chrII	536568	537459	+	0.339064	0.517981	49621	-0.0382610753786064	YOL092W	chrXV	144203	145130	+	0.13214	0.550668	21846	DIFF	WGD	-0.037546963	-0.06032112	0.1818181818	NA	RTC2	YPQ1	0.1667439863	0.5	5725	0.39707518421031	5725	0.5	109	1.2954128440367	2067.70642201835	110	1.28181818181818	2239.25454545455
649	YBR150C	chrII	541202	544487	-	0.330421	0.526056	54255	0.252810508725216	YOL089C	chrXV	150397	153490	-	0.137816	0.525157	13486	DIFF	WGD	0.654015295	0.7234923	0.2727272727	NA	TBS1	HAL9	NA	1.5	680	0.239541040033905	680	1.5	110	1.45545454545455	1734.45454545455	83	1.07710843373494	2658.59036144578
117	YBR151W	chrII	545021	545972	+	0.328595	0.532711	58074	0.214574129938918	YML050W	chrXIII	173138	174074	+	0.187292	0.345377	9720	DIFF	SSD	-0.08432715	-0.01626016	0.1904761905	NA	APD1	AIM32	0.2808865268	1	4380	-0.0437458336970761	4380	1	110	1.47454545454545	1751.16363636364	90	1.06444444444444	2576.64444444444
118	YBR158W	chrII	556542	558192	+	0.313567	0.552788	64474	0.213079024737649	YJR090C	chrX	590863	594319	-	0.203049	0.497668	18520	DIFF	SSD	0.3461726	0.198618	0.2105263158	NA	AMN1	GRR1	0.2926403543	1.2	2749	-0.111113057861958	2749	1.2	110	1.50363636363636	1473.23636363636	110	1.16909090909091	2271.32727272727
650	YBR161W	chrII	561628	562759	+	0.307951	0.561651	59907	0.0794259313066926	YPL057C	chrXVI	451905	453054	-	0.476662	0.182928	3506	DIFF	WGD	-0.081831709	-0.1776554	0.24	NA	CSH1	SUR1	0.0526036294	1.7	143	0.0105682311659753	143	1.7	110	1.48909090909091	1329.06363636364	90	1.38444444444444	1638.52222222222
119	YBR162C	chrII	563197	564565	-	0.30573	0.564385	58101	-0.00387204971337813	YJL171C	chrX	99697	100491	-	0.133689	0.765427	12738	DIFF	SSD	NA	0.2646763	0	NA	TOS1	YJL171C	0.0559385351	1	3798	-0.0679754734505387	3798	1	110	1.52	1298.1	110	1.13636363636364	2307.89090909091
651	YBR169C	chrII	573909	575991	-	0.291679	0.583051	46675	-0.0353111606218904	YPL106C	chrXVI	350190	352272	-	0.369375	0.363841	18092	DIFF	WGD	-0.068041382	-0.08065375	0.25	NA	SSE2	SSE1	0.3606459861	1.8	932	-0.0854054369774861	932	1.8	110	1.51090909090909	1443.46363636364	110	1.05090909090909	2586.99090909091
652	YBR172C	chrII	579144	581367	-	0.285068	0.592174	41299	-0.0558972914305104	YPL105C	chrXVI	352859	355409	-	0.37219	0.35821	20761	DIFF	WGD	-0.116131449	-0.01281577	0.0476190476	NA	SMY2	SYH1	0.0196449468	2.2	176	0.307217780102501	176	2.2	110	1.42909090909091	1599.82727272727	110	1.09272727272727	2431.94545454545
653	YBR177C	chrII	584801	586157	-	0.279177	0.602032	36509	0.072415036690056	YPL095C	chrXVI	368067	369438	-	0.388231	0.333026	15101	DIFF	WGD	-0.147441956	-0.1088931	0.1052631579	NA	EHT1	EEB1	0.0862540783	1.6	1054	0.0587420492649829	1054	1.6	110	1.19272727272727	2050.78181818182	110	1.37636363636364	1748.80909090909
7	YBR180W	chrII	589735	591454	+	0.272664	0.61063	31212	0.186342820903427	YBR043C	chrII	321875	323945	-	0.395824	0.143857	2194	SAME	SSD	NA	-0.08868195	0.21875	265790	DTR1	QDR3	NA	1.1	1985	-0.0446459282091125	1985	1.1	90	1.14666666666667	2328.07777777778	110	1.39454545454545	1871.81818181818
654	YBR181C	chrII	591706	592769	-	0.271046	0.614065	29897	0.201361927005258	YPL090C	chrXVI	377287	378392	-	0.397956	0.316953	6147	DIFF	WGD	-0.187317162	-0.1395223	0.1538461538	NA	RPS6B	RPS6A	0	5.9	1	-0.0195602566255806	1	5.9	90	1.16	2341.02222222222	110	1.40727272727273	1954.05454545455
655	YBR182C	chrII	593500	594859	-	0.268476	0.617191	27807	0.170635373040203	YPL089C	chrXVI	379116	381147	-	0.399885	0.312008	3392	DIFF	WGD	0.217262047	0.223268	0.125	NA	SMP1	RLM1	0.3033097439	1.9	35	0.107621926049715	35	1.9	90	1.14666666666667	2345.3	110	1.39636363636364	2063.67272727273
656	YBR183W	chrII	596109	597060	+	0.26577	0.621737	25606	0.0193385592973815	YPL087W	chrXVI	383451	384405	+	0.404458	0.306159	134	DIFF	WGD	-0.492365964	-0.2421611	0.2105263158	NA	YPC1	YDC1	0.178886325	3	22	0.102933319803297	22	3	90	1.28888888888889	1903.5	110	1.34909090909091	2028.30909090909
657	YBR189W	chrII	604502	605503	+	0.255387	0.636363	17163	-0.000148176017620367	YPL081W	chrXVI	404946	406041	+	0.42713	0.26732	12094	DIFF	WGD	0.213844343	0.3059429	0.2142857143	NA	RPS9B	RPS9A	0.268379358	4.5	62	0.0491756460083986	62	4.5	90	1.46444444444444	1616.91111111111	110	1.28	2208.09090909091
658	YBR191W	chrII	606264	607135	+	0.25338	0.639433	15531	-0.0464777945752348	YPL079W	chrXVI	406632	407536	+	0.428909	0.264637	10599	DIFF	WGD	-0.187317162	-0.2103896	0.0833333333	NA	RPL21A	RPL21B	1	5.3	2	-0.0433018112132093	2	5.3	90	1.55555555555556	1434.54444444444	110	1.24363636363636	2135.22727272727
120	YBR195C	chrII	610608	611877	-	0.247549	0.647003	10789	0.0421674469659904	YEL056W	chrV	47167	48373	+	0.0817638	0.670231	10910	DIFF	SSD	-0.01281139	0.1815476	0.0869565217	NA	MSI1	HAT2	0.0497998234	1.3	2125	0.154951747085413	2125	1.3	56	1.30357142857143	1797.64285714286	72	1.19166666666667	2461.33333333333
659	YBR197C	chrII	615197	615851	-	0.242662	0.655	6815	0.058518835740538	YPL077C	chrXVI	409364	410087	-	0.43179	0.260057	8048	DIFF	WGD	0.473089575	0.2745956	0.2727272727	NA	YBR197C	YPL077C	0.5552334642	0.8	719	0.1645601565214	719	0.8	56	1.275	1900.73214285714	110	1.12181818181818	2263.47272727273
121	YBR198C	chrII	616121	618518	-	0.239382	0.65661	4148	0.0197623091308198	YPR178W	chrXVI	892327	893725	+	0.0573138	0.857454	11224	DIFF	SSD	-0.1147079	-0.07959031	0.0952380952	NA	TAF5	PRP4	0.571042576	1.6	713	0.540635411139527	713	1.6	42	1.32380952380952	1696.95238095238	110	1.33090909090909	1639.15454545455
122	YBR202W	chrII	625766	628304	+	0.227348	0.673418	2833	-0.0158688548583047	YPR019W	chrXVI	596746	599548	+	0.367607	0.101471	31456	DIFF	SSD	-0.3311897	-0.2262848	0.1363636364	NA	MCM7	MCM4	0.0248527588	2.3	4	0.092343267414699	4	2.3	72	1.33333333333333	1733.43055555556	90	1.26444444444444	2017.85555555556
123	YBR205W	chrII	633616	634831	+	0.219321	0.687097	10683	-0.00615605467730832	YOR099W	chrXV	511825	513007	+	0.46901	0.24113	53404	DIFF	SSD	0.1389288	0.1503762	0.0869565217	NA	KTR3	KTR1	NA	2	353	-0.0697277943597075	353	2	81	1.07901234567901	2527.66666666667	110	1.40909090909091	1967.40909090909
660	YBR210W	chrII	645544	645973	+	0.205619	0.707883	22611	-0.0391460882061161	YGL054C	chrVII	400873	401290	-	0.367454	0.190008	11980	DIFF	WGD	-0.327326835	-0.2578604	0.3125	NA	ERV15	ERV14	0.6715485992	2	31	0.0065284387098609	31	2	100	1.168	2357.21	110	1.25272727272727	2054.84545454545
661	YBR214W	chrII	651409	652993	+	0.196986	0.718103	28476	0.190820396735817	YGL056C	chrVII	396040	397624	-	0.363024	0.197368	7147	DIFF	WGD	-0.226732417	-0.0497381	0.1071428571	NA	SDS24	SDS23	0.4014302069	1.4	2002	-0.120338923370025	2002	1.4	110	1.23090909090909	2050.55454545455	110	1.23272727272727	2109.04545454545
662	YBR216C	chrII	655570	657595	-	0.191327	0.725354	32637	0.178110645376209	YGL060W	chrVII	390069	391995	+	0.357551	0.208671	1176	DIFF	WGD	-0.024140227	0.04026145	0.1538461538	NA	YBP1	YBP2	0.2030641993	1.5	1122	-0.038423451344955	1122	1.5	110	1.24727272727273	2125.20909090909	90	1.29111111111111	1930.82222222222
663	YBR218C	chrII	658701	662244	-	0.18561	0.73081	35768	0.0284477577329814	YGL062W	chrVII	385198	388735	+	0.353086	0.215217	0	DIFF	WGD	-0.114707867	-0.1825998	0.1153846154	NA	PYC2	PYC1	0.0483283718	2	46	-0.108659660320013	46	2	90	1.23555555555556	2100.76666666667	90	1.31555555555556	1757.41111111111
8	YBR220C	chrII	662989	664672	-	0.182624	0.738282	39619	0.157254592423334	YBR219C	chrII	662493	663298	-	0.184314	0.737418	39560	SAME	SSD	-0.08908708	-0.1454786	0	0	YBR220C	YBR219C	NA	1.3	46	-0.0220056298695174	46	1.3	72	1.25277777777778	1937.65277777778	90	1.3	1924.61111111111
664	YBR238C	chrII	695101	697297	-	0.142504	0.794241	6994	0.0122847488095805	YGL107C	chrVII	304335	306276	-	0.278964	0.380784	15818	DIFF	WGD	-0.047619048	-0.05022307	0.1153846154	NA	YBR238C	RMD9	NA	0.7	2999	-0.0464970848851284	2999	0.7	110	0.925454545454545	2802.17272727273	110	1.25636363636364	2190.69090909091
124	YBR240C	chrII	700484	701837	-	0.136921	0.803621	2454	-0.0489018007857214	YML099C	chrXIII	74397	77040	-	0.0804789	0.705899	17177	DIFF	SSD	-0.1344911	-0.1036698	0.2173913043	NA	THI2	ARG81	0.0818670385	1.2	2069	-0.0636606415516905	2069	1.2	110	1.05454545454545	2323.70909090909	93	0.961290322580645	2603.20430107527
665	YBR241C	chrII	702583	704050	-	0.134199	0.807279	241	0.0179327102335699	YGL104C	chrVII	308715	310176	-	0.282979	0.372953	20198	DIFF	WGD	-0.006722775	-0.0621174	0.1818181818	NA	YBR241C	VPS73	0.0089180696	1.7	118	0.155074180410942	118	1.7	110	1.05454545454545	2358.43636363636	110	1.21272727272727	2304.17272727273
666	YBR242W	chrII	704664	705381	+	0.132563	0.810905	104	-0.0757344945494583	YGL101W	chrVII	312195	312843	+	0.286169	0.367598	23678	DIFF	WGD	-0.074501116	-0.09645148	0.3076923077	NA	YBR242W	YGL101W	0.045355648	1.2	302	0.0168535761063797	302	1.2	110	1.08545454545455	2290.1	90	1.55111111111111	1789.86666666667
125	YBR244W	chrII	707522	708011	+	0.129328	0.815886	2962	-0.0608739818405508	YIR037W	chrIX	423124	423616	+	0.0369847	0.798412	11072	DIFF	SSD	-0.1497554	-0.1614407	0.0869565217	NA	GPX2	HYR1	NA	1.4	1241	0.155114958089345	1241	1.4	110	1.20909090909091	2088.11818181818	90	1.42444444444444	1692.63333333333
126	YBR267W	chrII	739835	741017	+	0.0887395	0.872194	536	-0.00807559906933285	YLR387C	chrXII	896373	897672	-	0.167415	0.803719	7564	DIFF	SSD	-0.1665429	-0.05228407	0.0434782609	NA	REI1	REH1	0.0378801319	1.2	2489	0.095285283982225	2489	1.2	106	1.58867924528302	1639.81132075472	90	1.41777777777778	1725.9
667	YBR270C	chrII	742755	744393	-	0.0845879	0.877283	914	-0.0100372426563756	YJL058C	chrX	326235	327867	-	0.437464	0.245622	9409	DIFF	WGD	0.027777778	0.01401431	0.1904761905	NA	BIT2	BIT61	0.0871841574	1.2	2509	0.0729005172020311	2509	1.2	109	1.51467889908257	1947.87155963303	110	1.19636363636364	2109.18181818182
127	YBR271W	chrII	744846	746106	+	0.0824813	0.880926	3005	0.137183958954186	YNL024C	chrXIV	587108	587849	-	0.250512	0.0633618	18584	DIFF	SSD	0.005636261	0.02376242	0.1851851852	NA	EFM2	YNL024C	0.2728227645	1.2	739	0.196756473234827	739	1.2	109	1.51467889908257	1910.02752293578	63	0.979365079365079	2351.28571428571
668	YBR273C	chrII	748055	749366	-	0.0784724	0.886518	6214	0.101022626946404	YJL048C	chrX	347440	348631	-	0.465899	0.198153	9917	DIFF	WGD	0.189804883	0.2248724	0.0909090909	NA	UBX7	UBX6	NA	2.1	251	-0.0622965214906354	251	2.1	110	1.30727272727273	1873.05454545455	63	1.02539682539683	2632.25396825397
669	YBR278W	chrII	760289	760895	+	0.0642947	0.907837	2627	0.0068897442843982	YJL065C	chrX	315047	315551	-	0.422462	0.273777	15797	DIFF	WGD	-0.258696863	-0.203456	0.0666666667	NA	DPB3	DLS1	0.1525968736	1.5	792	0.0261681571899276	792	1.5	101	1.3970297029703	1421.12871287129	106	0.981132075471698	2677.35849056604
128	YBR281C	chrII	764965	767602	-	0.0560468	0.915986	7303	-0.0075047945495197	YFR044C	chrVI	239978	241424	-	0.106327	0.749678	14840	DIFF	SSD	0.1970119	0.1071429	0.1818181818	NA	DUG2	DUG1	0.1494488487	1.2	2891	0.176486226708091	2891	1.2	101	1.16435643564356	2168.26732673267	110	1.42	1491.41818181818
129	YBR283C	chrII	768938	770411	-	0.0525924	0.922909	11276	-0.0581640416918442	YLR378C	chrXII	875734	877177	-	0.186424	0.781436	11393	DIFF	SSD	-0.07450112	-0.06382979	0.24	NA	SSH1	SEC61	NA	2.5	NA	0.071873203515657	NA	NA	101	1.2950495049505	2015.83168316832	110	1.23636363636364	1960.91818181818
670	YBR284W	chrII	771234	773628	+	0.0486363	0.92691	13572	0.069534599756004	YJL070C	chrX	307964	310631	-	0.412964	0.285025	8714	DIFF	WGD	0.138356571	0.140028	0.0666666667	NA	YBR284W	YJL070C	0.3286251909	1	497	-0.0853984115372415	497	1	101	1.28118811881188	1945.73267326733	110	1.18727272727273	2317.87272727273
130	YBR289W	chrII	779662	782380	+	0.0378736	0.941597	22000	0.161568612170232	YLR321C	chrXII	776583	777864	-	0.278536	0.674388	16157	DIFF	SSD	0.1791062	0.1534843	0.1428571429	NA	SNF5	SFH1	0.2831340257	1.2	1689	0.287445381486807	1689	1.2	106	1.13867924528302	2242.16037735849	102	1.11764705882353	2358.54901960784
131	YBR291C	chrII	783668	784568	-	0.0351829	0.948578	26006	0.000355532744002415	YJR095W	chrX	609764	610733	+	0.181039	0.558972	2106	DIFF	SSD	-0.2993925	-0.009949879	0.1428571429	NA	CTP1	SFC1	0.293010536	1.1	3630	-0.0732557140767599	3630	1.1	107	1.34579439252336	1757.57009345794	110	1.10181818181818	2375.47272727273
132	YBR297W	chrII	800516	801923	+	0.0138408	0.977937	42854	0.156866879695112	YPR196W	chrXVI	931371	932784	+	0.016115	0.957313	195	DIFF	SSD	0.1132008	0.1812278	0.1739130435	NA	MAL33	YPR196W	NA	1.2	2734	-0.0358014300883081	2734	1.2	70	1.60285714285714	752.514285714286	110	1.12181818181818	1843.29090909091
134	YBR299W	chrII	805344	807099	+	0.00747561	0.98635	47682	0.0283340467241037	YGR292W	chrVII	1076605	1078360	+	0.0115377	0.975812	5442	DIFF	SSD	-0.06382979	-0.07450112	0.5	NA	MAL32	MAL12	NA	4	1	-0.00854211389918174	1	4	0	NA	NA	90	1.07111111111111	1653.03333333333
136	YBR302C	chrII	810333	811473	-	0.00209671	0.995044	52671	-0.00273091495005483	YML132W	chrXIII	7243	8383	+	0.00783511	0.960988	23305	DIFF	SSD	0.3875183	0.3131067	0	NA	COS2	COS3	NA	6.2	1	-0.0357513173293553	1	6.2	0	NA	NA	0	NA	NA
671	YCL011C	chrIII	102074	103358	-	0.32239	0.0868218	5422	-0.0441494217955591	YNL004W	chrXIV	622917	624624	+	0.203625	0.00497718	5792	DIFF	WGD	-0.082358641	-0.2205126	0.1923076923	NA	GBP2	HRB1	0.3187646231	1.6	1013	-0.0640817586553398	1013	1.6	90	1.26777777777778	1951.05555555556	90	1.62444444444444	1394.13333333333
672	YCL024W	chrIII	79161	82275	+	0.250021	0.269357	4485	0.0281746791670873	YDR507C	chrIV	1462350	1465779	-	0.0431746	0.935651	185	DIFF	WGD	0.124266856	0.004594315	0	NA	KCC4	GIN4	0.4666914543	2.1	28	0.0482704013629564	28	2.1	61	0.901639344262295	2571.98360655738	90	1.26222222222222	2107
673	YCL025C	chrIII	76017	77919	-	0.240091	0.307071	1341	-0.103346790914019	YDR508C	chrIV	1466445	1468437	-	0.0414395	0.939438	4280	DIFF	WGD	NA	-0.1520363	0.0909090909	NA	AGP1	GNP1	0.0709288427	2.2	12	-0.0794035056091083	12	2.2	78	0.905128205128205	2732.37179487179	90	1.30222222222222	2061.43333333333
9	YCL026C-B	chrIII	73404	73986	-	0.231838	0.341123	472	-0.0475653355298192	YCL026C-A	chrIII	74703	75285	-	0.235941	0.329876	27	SAME	SSD	0.2496024	0.0327381	0.1071428571	717	HBN1	FRM2	NA	1.4	9	0.0472636627393553	9	1.4	106	1.05471698113208	2528.50943396226	97	0.950515463917526	2622.22680412371
674	YCL035C	chrIII	60840	61173	-	0.192156	0.452057	13285	0.071303708383747	YDR513W	chrIV	1471009	1471441	+	0.0394786	0.94366	8844	DIFF	WGD	0.466569475	0.4676158	0	NA	GRX1	GRX2	0.2128879537	3.2	20	0.118684359946275	20	3.2	110	1.60363636363636	1745.22727272727	90	1.36888888888889	2363.15555555556
675	YCL036W	chrIII	59025	60726	+	0.186424	0.455927	13732	0.0531527167062839	YDR514C	chrIV	1471540	1472992	-	0.0384661	0.944151	9375	DIFF	WGD	NA	-0.1061324	0.1363636364	NA	GFD2	YDR514C	0.1341350662	1.2	2120	0.0679717290418723	2120	1.2	110	1.57272727272727	1905.68181818182	90	1.62888888888889	1509.36666666667
676	YCL037C	chrIII	57373	58678	-	0.181206	0.473658	15780	0.00304594001338847	YDR515W	chrIV	1473421	1474765	+	0.0373088	0.945891	11256	DIFF	WGD	0.021355694	0.045756	0.1363636364	NA	SRO9	SLF1	0.5001108749	1.1	2600	-0.00800189393136418	2600	1.1	110	1.51272727272727	1833.63636363636	90	1.55555555555556	1729.05555555556
677	YCL040W	chrIII	50837	52340	+	0.160563	0.528532	11132	0.0124413156437862	YDR516C	chrIV	1474966	1476469	-	0.0361964	0.94732	10442	DIFF	WGD	-0.197791513	-0.1969133	0	NA	GLK1	EMI2	0.0430421151	4	13	-0.0110437366258341	13	4	110	1.27818181818182	2286.79090909091	110	1.39090909090909	2122.04545454545
678	YCL043C	chrIII	48652	50221	-	0.153662	0.546878	8947	0.150174492451053	YDR518W	chrIV	1478600	1480154	+	0.033791	0.950682	6757	DIFF	WGD	-0.374392283	-0.4287923	0	NA	PDI1	EUG1	0.1299642748	2.2	46	0.0341997523819589	46	2.2	102	1.15392156862745	2239.73529411765	110	1.20545454545455	2444.52727272727
679	YCL048W	chrIII	42164	43556	+	0.13317	0.604584	2459	0.196435416513709	YDR522C	chrIV	1483787	1485296	-	0.0304344	0.95548	1615	DIFF	WGD	-0.367883604	-0.1975176	0.2272727273	NA	SPS22	SPS2	NA	2.4	6	-0.0168621817354939	6	2.4	80	1.0975	2303	89	0.940449438202247	2813.22471910112
680	YCL050C	chrIII	37835	38801	-	0.119498	0.645752	358	0.162276132698843	YDR530C	chrIV	1496783	1497761	-	0.0222975	0.967501	9630	DIFF	WGD	-0.367883604	-0.2142786	0.1481481481	NA	APA1	APA2	0.5017068389	1	3379	-0.0462163145948763	3379	1	80	1.03125	2692.55	90	1.03333333333333	2766.64444444444
681	YCL051W	chrIII	35864	37616	+	0.113273	0.656012	1543	-0.0457513234277636	YDR528W	chrIV	1494578	1495850	+	0.023545	0.965461	7425	DIFF	WGD	0.01735264	-0.04086446	0.1818181818	NA	LRE1	HLR1	0.1343458187	1.2	2461	0.0286972678172895	2461	1.2	81	1.16172839506173	2390.58024691358	90	1.04666666666667	2769.45555555556
137	YCL054W	chrIII	31448	33974	+	0.0993251	0.687544	792	0.0960586416835053	YBR061C	chrII	364784	365717	-	0.448591	0.21863	13501	DIFF	SSD	0.1473814	0.08206099	0.1333333333	NA	SPB1	TRM7	0.1289367402	3.1	195	0.0489587424080963	195	3.1	81	0.961728395061728	2785.95061728395	108	1.13518518518519	2138.64814814815
138	YCL057W	chrIII	24767	26906	+	0.0782238	0.748738	3294	0.265165453057306	YKL134C	chrXI	189128	191441	-	0.283783	0.56134	4600	DIFF	SSD	0.04245048	0.08097452	0.1578947368	NA	PRD1	OCT1	NA	1.4	1679	0.180229537727799	1679	1.4	105	1.03333333333333	2659.7619047619	106	1.03207547169811	2568.53773584906
682	YCL073C	chrIII	6478	8326	-	0.0204601	0.909603	2820	0.0103398431191827	YKR106W	chrXI	661079	662927	+	0.00529219	0.976138	18469	DIFF	WGD	0.335548173	0.1703926	1	NA	GEX1	GEX2	NA	1.6	11	0.0127714118192045	11	1.6	0	NA	NA	0	NA	NA
140	YCR004C	chrIII	119572	120316	-	0.377655	0.020247	4636	-0.00490659378434593	YDR032C	chrIV	504096	504693	-	0.329062	0.0492795	648	DIFF	SSD	0.1750502	0.2547425	0.1785714286	NA	YCP4	PST2	0.7730916789	3.7	1	0.0397473531154063	1	3.7	100	0.869	2662.03	65	1.18461538461538	2157.66153846154
683	YCR005C	chrIII	120943	122326	-	0.381985	0.027064	6007	-0.069352186125938	YNR001C	chrXIV	629624	631064	-	0.195414	0	4602	DIFF	WGD	0.187756222	0.3866418	0.08	NA	CIT2	CIT1	0.1995448671	2.9	3	0.0784122478556511	3	2.9	99	1.03131313131313	2210.9797979798	72	1.475	1990.20833333333
684	YCR010C	chrIII	132270	133122	-	0.41776	0.0833847	0	-0.000773750197653886	YNR002C	chrXIV	633010	633859	-	0.191851	0.0203031	1807	DIFF	WGD	-0.202288695	-0.1285396	0.1363636364	NA	ADY2	ATO2	0.1870444125	2.8	9	0.0811813907041269	9	2.8	110	1.05454545454545	2451.27272727273	72	1.24722222222222	2626.54166666667
685	YCR011C	chrIII	133721	136871	-	0.422343	0.0905995	1396	-0.013463358945906	YOL075C	chrXV	189657	193542	-	0.173792	0.402936	22437	DIFF	WGD	-0.148992387	-0.0862796	0.15625	NA	ADP1	YOL075C	NA	0.9	4550	0.0476028323338561	4550	0.9	90	1.01333333333333	2541.86666666667	109	0.98256880733945	2818.11926605505
141	YCR018C	chrIII	148235	148901	-	0.468184	0.162767	15910	0.102298208293153	YPL021W	chrXVI	511098	511662	+	0.460307	0.0777205	0	DIFF	SSD	-0.04682929	-0.02994664	0.1428571429	NA	SRD1	ECM23	NA	1.1	2687	-0.00706102792046031	2687	1.1	84	1.03214285714286	2188.61904761905	110	1.26545454545455	1636.70909090909
686	YCR024C-A	chrIII	162940	163063	-	0.484983	0.235884	3436	-0.0228604150108378	YEL017C-A	chrV	122797	122929	-	0.212868	0.183268	22611	DIFF	WGD	-0.084678425	-0.1115611	0.24	NA	PMP1	PMP2	NA	3.3	1	-0.02501112118136	1	3.3	83	0.913253012048193	2912.39759036145	72	1.175	2075.88888888889
687	YCR026C	chrIII	164106	166335	-	0.474649	0.241681	164	0.0208574779015075	YEL016C	chrV	124736	126218	-	0.216229	0.161785	19322	DIFF	WGD	-0.514495755	-0.2421611	0.1538461538	NA	NPP1	NPP2	0.2718650704	1.4	446	0.0685482932340904	446	1.4	66	1.0530303030303	2404.66666666667	90	1.24888888888889	2180.96666666667
688	YCR031C	chrIII	177495	178216	-	0.437124	0.308255	10152	0.0856547123000598	YJL191W	chrX	73785	74610	+	0.0989419	0.824594	5837	DIFF	WGD	0.286318563	0.308948	0.2592592593	NA	RPS14A	RPS14B	0.0117577959	3.7	76	0.196704687485725	76	3.7	66	1.44545454545455	1689.19696969697	110	1.60363636363636	1175.46363636364
