chrom	start	end	Gene	TFNo	TFs	geneType	geneClusterType
chrII	38841	39241	YBL098W	14	FKH1,HAP1,SOK2,ADR1,FKH1,FKH2,TEC1,DAL82,ASH1,BAS1,GCN4,RGT1,SUM1,FKH1	singletons	Singletons_in_ComplementCluster
chrII	40527	40927	YBL097W	31	TYE7,ABF1,CBF1,MBP1,SWI4,SWI6,STE12,SWI6,SWI4,STB1,FKH2,FKH1,SPT23,DAL80,HAP2,HAP5,HAP3,RCS1,SOK2,MAC1,ACE2,SWI5,PHD1,SOK2,MOT3,CIN5,MOT3,DIG1,HAP2,HAP5,HAP3	singletons	Singletons_in_ComplementCluster
chrII	42973	43373	YBL095W	3	SOK2,PHD1,DAL80	singletons	Singletons_in_ComplementCluster
chrII	43994	44394	YBL094C	14	MOT3,SPT2,GCN4,STE12,DIG1,RGT1,SOK2,UME6,PDR1,HAP4,PHO4,INO2,FKH1,SWI5	singletons	Singletons_in_ComplementCluster
chrII	44815	45215	YBL093C	28	YAP7,STE12,AFT2,MCM1,TEC1,SPT23,DIG1,YOX1,TEC1,PHO4,MCM1,SPT23,SWI5,DIG1,GCN4,STE12,FHL1,RAP1,SFP1,TEC1,FHL1,SFP1,RAP1,HAP4,AFT2,RCS1,NDD1,MCM1	singletons	Singletons_in_ComplementCluster
chrII	45674	46074	YBL092W	21	ROX1,HAP3,HAP2,HAP5,STE12,SPT23,HAP3,HAP2,HAP5,AFT2,SWI6,FKH1,FKH2,HAP4,RGT1,TEC1,SOK2,BAS1,SPT23,UME1,RLR1	singletons	Singletons_in_ComplementCluster
chrII	47077	47477	YBL091C-A	34	YAP7,CAD1,DIG1,STE12,MOT3,REB1,SOK2,DIG1,STE12,ACE2,SUM1,YOX1,ROX1,FKH1,FKH2,DAL80,SUM1,SPT2,MET31,MET32,DIG1,STE12,AFT2,ADR1,CIN5,MOT3,ABF1,TEC1,PHD1,UME6,SKN7,MOT3,GCR1,ADR1	singletons	Singletons_in_ComplementCluster
chrII	48521	48921	YBL090W	6	CIN5,GCR1,TEC1,UME1,NRG1,AFT2	singletons	Singletons_in_WGDCluster
chrII	48525	48925	YBL091C	6	CIN5,GCR1,TEC1,UME1,NRG1,AFT2	singletons	Singletons_in_WGDCluster
chrII	49270	49670	YBL089W	3	YOX1,RLR1,SPT23	WGD	WGD_in_WGDCluster
chrII	59279	59679	YBL088C	31	DIG1,STE12,SPT23,SOK2,ASH1,YHP1,YOX1,MOT3,DIG1,SFP1,FHL1,RAP1,SWI5,ACE2,FKH1,DIG1,STE12,TEC1,DAL82,MOT3,FKH1,FKH2,SUM1,SKO1,ADR1,AFT2,NRG1,ADR1,DAL82,TYE7,INO4	SSD	SSD_in_WGDCluster
chrII	60635	61035	YBL087C	28	SPT23,GCN4,BAS1,ASH1,YAP7,MOT3,SPT23,SOK2,SPT23,DIG1,SWI5,AFT2,SFP1,FHL1,RAP1,HAP4,RLR1,DIG1,SOK2,STP1,SFP1,RGT1,GAT1,DAL80,GZF3,DAL82,GLN3,DAL80	WGD	WGD_in_SSDCluster
chrII	62499	62899	YBL086C	22	STB5,MOT3,MOT3,BAS1,ADR1,INO2,HAP1,MSN4,MSN2,ADR1,SKN7,AFT2,NRG1,AZF1,PHO4,MBP1,YDR026c,REB1,UME6,TEC1,SOK2,RPN4	singletons	Singletons_in_WGDCluster
chrII	63572	63972	YBL085W	26	TEC1,ADR1,RAP1,MOT3,SUM1,SOK2,AZF1,SPT23,HAP3,HAP2,HAP5,AFT2,RCS1,GCN4,YHP1,MOT3,SOK2,STE12,DIG1,FKH1,STE12,DIG1,SPT23,HSF1,RTG3,ADR1	WGD	WGD_in_SSDCluster
chrII	69342	69742	YBL084C	18	SOK2,PHD1,STB4,SOK2,BAS1,MOT3,DAL80,SUM1,AFT2,FKH1,SWI5,STE12,TEC1,RLR1,SPT23,SOK2,REB1,HAP1	SSD	SSD_in_WGDCluster
chrII	71024	71424	YBL082C	33	RAP1,FHL1,SFP1,BAS1,ADR1,FKH1,FKH2,RCS1,AFT2,SWI5,RAP1,RCS1,MET4,SUM1,INO2,SPT23,GCN4,BAS1,TEC1,HAP2,HAP3,HAP5,TEC1,DIG1,STE12,DIG1,STE12,TEC1,SOK2,NRG1,SPT2,MOT3,GLN3	singletons	Singletons_in_WGDCluster
chrII	71562	71962	YBL081W	17	MOT3,HAP2,HAP3,HAP5,HSF1,TEC1,SPT23,SOK2,AFT2,MOT3,UME1,TEC1,SPT23,FKH1,DAL80,SPT23,RLR1	singletons	Singletons_in_WGDCluster
chrII	74592	74992	YBL080C	20	TEC1,RLM1,YAP7,SKO1,YAP7,DAL80,SPT23,FKH1,SPT23,SPT23,SPT23,DIG1,FKH1,TEC1,FKH1,STE12,HAP2,HAP3,HAP5,AFT2	singletons	Singletons_in_WGDCluster
chrII	74955	75355	YBL079W	18	TEC1,FKH1,STE12,HAP2,HAP3,HAP5,AFT2,SUM1,HAC1,AFT2,ABF1,DIG1,STE12,SOK2,TEC1,FKH2,FKH1,RGT1	WGD	WGD_in_WGDCluster
chrII	80594	80994	YBL077W	9	GLN3,DAL82,GZF3,GAT1,DAL80,TEC1,ADR1,MSN4,RPN4	singletons	Singletons_in_ComplementCluster
chrII	80628	81028	YBL078C	9	GLN3,DAL82,GZF3,GAT1,DAL80,TEC1,ADR1,MSN4,RPN4	singletons	Singletons_in_WGDCluster
chrII	84159	84559	YBL076C	14	BAS1,STB1,DIG1,GCN4,BAS1,STE12,DIG1,AFT2,PHD1,SOK2,STE12,FKH1,AZF1,REB1	SSD	SSD_in_WGDCluster
chrII	86346	86746	YBL075C	30	MOT3,SUM1,TEC1,FKH1,HAP2,HAP3,HAP5,HSF1,TEC1,SPT23,HAP2,HAP3,HAP5,STE12,DIG1,TEC1,RTG3,AFT2,SOK2,AFT2,HSF1,UME1,RCS1,AFT2,ADR1,MOT3,ASH1,SNT2,PHO2,PHD1	WGD	WGD_in_WGDCluster
chrII	87687	88087	YBL074C	10	ADR1,ADR1,TEC1,SPT23,DAL80,FKH1,FKH2,SOK2,DIG1,SPT23	singletons	Singletons_in_WGDCluster
chrII	87887	88287	snR56	18	ADR1,ADR1,TEC1,SPT23,DAL80,FKH1,FKH2,SOK2,DIG1,SPT23,RTG3,AFT2,AZF1,AFT2,SWI5,ACE2,DIG1,STE12	singletons	Singletons_in_ComplementCluster
chrII	89023	89423	YBL072C	27	THI2,SPT23,SUM1,YAP3,YAP5,ARR1,YAP6,RLR1,GLN3,DAL82,GZF3,GAT1,DAL80,SPT23,UME1,SPT23,INO4,DIG1,STB1,DIG1,STE12,SPT23,ADR1,FKH1,TEC1,YAP7,GCN4	WGD	WGD_in_WGDCluster
chrII	89454	89854	YBL071C-B	26	GCR1,ADR1,SWI5,PHD1,GAL4,GAL80,SWI6,SWI4,SKN7,RGT1,SPT23,DIG1,RLR1,FHL1,SFP1,RAP1,AFT2,AFT2,RCS1,FHL1,SFP1,RAP1,SUM1,AZF1,DIG1,AFT2	singletons	Singletons_in_ComplementCluster
chrII	89675	90075	YBL071W-A	23	RGT1,SPT23,DIG1,RLR1,FHL1,SFP1,RAP1,AFT2,AFT2,RCS1,FHL1,SFP1,RAP1,SUM1,AZF1,DIG1,AFT2,DAL80,GLN3,DAL82,DIG1,SFP1,ACE2	singletons	Singletons_in_ComplementCluster
chrII	90429	90829	YBL071C	1	DAL80	singletons	Singletons_in_WGDCluster
chrII	90438	90838	YBL069W	1	DAL80	WGD	WGD_in_WGDCluster
chrII	92111	92511	YBL068W	18	MSN2,STE12,DIG1,ROX1,STE12,DIG1,GCN4,BAS1,CBF1,PHO4,INO2,HAP2,HAP3,HAP5,SWI5,SOK2,PHD1,DIG1	WGD	WGD_in_WGDCluster
chrII	95784	96184	YBL067C	30	RCS1,RAP1,HSF1,NRG1,YAP1,YAP7,YAP3,YAP5,YAP6,ARR1,MSN2,NRG1,MSN4,ASH1,REB1,DAL82,GLN3,MOT3,DAL80,SPT23,DIG1,SPT23,THI2,HSF1,SPT23,DIG1,HSF1,YHP1,DAL80,DAL80	WGD	WGD_in_WGDCluster
chrII	101587	101987	YBL063W	20	SOK2,ADR1,RGT1,YHP1,MOT3,SOK2,INO2,SWI6,AFT2,FKH2,DAL80,FKH1,FKH2,FKH1,FKH2,FKH1,SWI6,SWI4,STB1,FKH1	SSD	SSD_in_WGDCluster
chrII	105009	105409	YBL062W	10	STE12,DIG1,MET31,MET32,STE12,DIG1,AFT2,TEC1,FKH2,FKH1	singletons	Singletons_in_WGDCluster
chrII	107308	107708	YBL061C	24	DAL80,DAL80,ASH1,CIN5,TEC1,NRG1,AFT2,SOK2,ASH1,STB1,MBP1,SWI4,SWI6,STE12,DIG1,PHO4,STE12,DIG1,SOK2,HSF1,BAS1,SOK2,STE12,DIG1	WGD	WGD_in_WGDCluster
chrII	107633	108033	YBL060W	25	STE12,DIG1,SOK2,HSF1,BAS1,SOK2,STE12,DIG1,YAP7,SOK2,SFP1,FHL1,HAP4,RAP1,SOK2,AFT2,RCS1,SPT23,RGT1,YAP7,SWI5,YAP1,ASH1,SOK2,ASH1	singletons	Singletons_in_WGDCluster
chrII	110295	110695	YBL059W	5	GLN3,DAL82,GZF3,GAT1,DAL80	WGD	WGD_in_WGDCluster
chrII	110441	110841	YBL059C-A	5	GLN3,DAL82,GZF3,GAT1,DAL80	singletons	Singletons_in_ComplementCluster
chrII	111138	111538	YBL058W	10	REB1,SOK2,HAP2,HAP3,HAP5,RPN4,SPT23,MSN4,ADR1,DIG1	singletons	Singletons_in_WGDCluster
chrII	113347	113747	YBL057C	18	RGT1,ADR1,FKH1,FKH1,STE12,DIG1,YHP1,YAP7,ABF1,FKH1,ADR1,ROX1,RPN4,MSN2,NRG1,MSN4,SPT23,MOT3	singletons	Singletons_in_WGDCluster
chrII	113464	113864	YBL056W	17	FKH1,FKH1,STE12,DIG1,YHP1,YAP7,ABF1,FKH1,ADR1,ROX1,RPN4,MSN2,NRG1,MSN4,SPT23,MOT3,DAL80	WGD	WGD_in_WGDCluster
chrII	116732	117132	YBL055C	21	MOT3,RIM101,SOK2,NRG1,SWI5,PHD1,SWI5,TEC1,REB1,PDR1,RGT1,SOK2,MOT3,SOK2,AFT2,SOK2,MOT3,SOK2,PHD1,SOK2,INO2	singletons	Singletons_in_WGDCluster
chrII	117291	117691	YBL054W	26	RGT1,DIG1,SWI5,SPT23,DAL82,GLN3,DAL82,GLN3,SPT23,HAP3,HAP2,HAP5,DAL82,GLN3,DIG1,GCN4,STE12,RLR1,FKH1,FKH2,MOT3,FKH1,GCN4,BAS1,BAS1,MOT3	WGD	WGD_in_WGDCluster
chrII	119037	119437	YBL053W	11	DAL82,ASH1,RCS1,AFT2,RAP1,FHL1,SFP1,INO2,SPT23,ASH1,YAP7	singletons	Singletons_in_ComplementCluster
chrII	121777	122177	YBL052C	23	UME1,FKH2,MOT3,FKH1,DIG1,STE12,REB1,DIG1,STE12,ROX1,AFT2,ADR1,HAP2,HAP3,HAP5,YHP1,SPT23,HAP2,HAP3,HAP5,ASH1,STE12,DIG1	SSD	SSD_in_SSDCluster
chrII	124662	125062	YBL051C	28	AFT2,SOK2,PHD1,PHD1,SWI5,ACE2,AFT2,MOT3,YHP1,SOK2,ABF1,DIG1,STE12,SWI4,SUM1,REB1,RGT1,YAP7,MOT3,MOT3,GAT1,DAL80,GZF3,DAL82,GLN3,SOK2,AFT2,DAL80	singletons	Singletons_in_SSDCluster
chrII	124827	125227	YBL050W	25	PHD1,SWI5,ACE2,AFT2,MOT3,YHP1,SOK2,ABF1,DIG1,STE12,SWI4,SUM1,REB1,RGT1,YAP7,MOT3,MOT3,GAT1,DAL80,GZF3,DAL82,GLN3,SOK2,AFT2,DAL80	singletons	Singletons_in_ComplementCluster
chrII	126530	126930	YBL049W	41	DIG1,CIN5,GLN3,DAL82,GZF3,GAT1,DAL80,SOK2,PHD1,MSN4,GLN3,DAL82,GZF3,GAT1,DAL80,ABF1,BAS1,THI2,HSF1,ADR1,FKH2,DAL80,FKH1,DAL80,YAP7,YAP3,YAP5,YAP6,ARR1,HAP3,HAP2,HAP5,SOK2,YHP1,DIG1,STE12,GLN3,DAL82,GZF3,GAT1,DAL80	singletons	Singletons_in_SSDCluster
chrII	131943	132343	YBL047C	27	OPI1,HSF1,DAL80,SPT2,SPT23,STE12,DIG1,MBP1,SWI6,SWI6,SWI4,MOT3,FKH1,HSF1,MSN4,ADR1,SPT23,GLN3,DAL82,ADR1,REB1,DIG1,SPT23,SWI6,SWI4,STB1,MBP1	SSD	SSD_in_SSDCluster
chrII	132126	132526	YBL046W	29	SPT23,STE12,DIG1,MBP1,SWI6,SWI6,SWI4,MOT3,FKH1,HSF1,MSN4,ADR1,SPT23,GLN3,DAL82,ADR1,REB1,DIG1,SPT23,SWI6,SWI4,STB1,MBP1,GCN4,STE12,ROX1,MOT3,DAL80,DAL82	singletons	Singletons_in_SSDCluster
chrII	135419	135819	YBL045C	13	ADR1,SWI5,MOT3,TEC1,HAP1,AFT2,SPT23,SPT23,SOK2,PHD1,SKN7,NRG1,NRG1	singletons	Singletons_in_SSDCluster
chrII	135700	136100	YBL044W	28	HAP1,AFT2,SPT23,SPT23,SOK2,PHD1,SKN7,NRG1,NRG1,ADR1,HAP3,HAP2,HAP5,HAP4,HAP2,HAP3,HAP5,SOK2,AFT2,RAP1,REB1,RTG3,REB1,REB1,CIN5,DIG1,ADR1,MSN4	singletons	Singletons_in_SSDCluster
chrII	136390	136790	YBL043W	17	SFP1,SOK2,INO2,SOK2,PHD1,UME6,SOK2,STB5,HAP1,INO2,ACE2,SWI5,DIG1,YHP1,FKH1,ROX1,FKH1	WGD	WGD_in_SSDCluster
chrII	140163	140563	YBL042C	23	SOK2,SOK2,HAP5,HAP3,HAP2,DIG1,STE12,SPT23,CIN5,GLN3,DAL82,YHP1,UME1,SPT23,DIG1,RGT1,SWI5,YAP1,GCN4,STE12,DIG1,STE12,SOK2	singletons	Singletons_in_WGDCluster
chrII	140949	141349	YBL041W	23	CIN5,MOT3,DIG1,STE12,DIG1,STE12,MOT3,FKH1,FKH2,SPT23,SOK2,SOK2,SWI4,ABF1,DAL80,YHP1,FKH1,DAL80,AFT2,RPN4,FKH1,FKH2,FKH1	SSD	SSD_in_WGDCluster
chrII	142771	143171	YBL040C	20	SWI6,BAS1,SWI5,YDR026c,REB1,LEU3,SOK2,GAT1,DAL80,GZF3,DAL82,GLN3,SOK2,SPT23,GCN4,RLR1,DIG1,GCN4,SPT23,FKH1	singletons	Singletons_in_ComplementCluster
chrII	143095	143495	YBL039W-B	13	GCN4,RLR1,DIG1,GCN4,SPT23,FKH1,DIG1,STE12,SPT23,ADR1,MOT3,PDR1,SOK2	singletons	Singletons_in_ComplementCluster
chrII	145631	146031	YBL039C	33	SPT2,HSF1,THI2,HAP2,HAP3,HAP5,MOT3,DIG1,STE12,TEC1,SUM1,SOK2,SPT23,HSF1,THI2,DAL82,GLN3,DIG1,DIG1,AZF1,GLN3,DAL82,DAL80,ABF1,HAP2,HAP3,HAP5,SPT23,DIG1,GCN4,ABF1,YAP7,TEC1	WGD	WGD_in_WGDCluster
chrII	145889	146289	YBL038W	28	DIG1,DIG1,AZF1,GLN3,DAL82,DAL80,ABF1,HAP2,HAP3,HAP5,SPT23,DIG1,GCN4,ABF1,YAP7,TEC1,SWI5,ACE2,HAP2,HAP3,HAP5,HAP2,HAP3,HAP5,YHP1,TEC1,FKH2,MOT3	singletons	Singletons_in_ComplementCluster
chrII	146911	147311	YBL037W	21	SPT2,DIG1,SOK2,RGT1,ADR1,ADR1,BAS1,HSF1,DIG1,STE12,DIG1,DIG1,STE12,FKH1,HSF1,SPT23,ASH1,HAP2,HAP3,HAP5,YAP7	singletons	Singletons_in_ComplementCluster
chrII	151123	151523	YBL036C	16	SWI5,YAP7,GCN4,ASH1,TEC1,BAS1,MOT3,DAL82,TYE7,YDR026c,REB1,YAP7,DIG1,STE12,ROX1,MOT3	singletons	Singletons_in_ComplementCluster
chrII	153513	153913	YBL035C	22	DIG1,SUM1,INO2,SOK2,MOT3,MOT3,DIG1,HAP3,HAP2,HAP5,YHP1,DAL80,STE12,DIG1,MET31,MET32,MBP1,SWI6,SWI6,SWI4,STB1,MBP1	singletons	Singletons_in_ComplementCluster
chrII	158292	158692	YBL034C	24	MOT3,RGT1,SIP4,STE12,DIG1,FKH2,FKH1,STB1,FKH1,FKH2,FKH1,SPT23,RLR1,HAP2,HAP3,HAP5,MBP1,ADR1,REB1,SIG1,SPT23,UME1,STE12,DIG1	singletons	Singletons_in_ComplementCluster
chrII	159596	159996	YBL033C	20	BAS1,GCN4,YHP1,SWI5,SUT1,PHD1,AFT2,ADR1,SUM1,YAP1,AZF1,AFT2,FKH1,AFT2,NRG1,DIG1,STE12,REB1,GLN3,FKH1	singletons	Singletons_in_ComplementCluster
chrII	159886	160286	YBL032W	31	AFT2,FKH1,AFT2,NRG1,DIG1,STE12,REB1,GLN3,FKH1,SKN7,RDS1,PHD1,SWI5,HAP4,FKH1,REB1,SFP1,SPT2,RIM101,RCS1,AFT2,ADR1,DAL82,SWI6,MBP1,MSN4,DAL82,GZF3,GAT1,DAL80,REB1	SSD	SSD_in_SSDCluster
chrII	161401	161801	YBL031W	19	YAP7,GCN4,DIG1,RLR1,SWI6,SWI4,STB1,UME6,RLR1,MSN4,DIG1,MOT3,FKH1,FKH2,FKH1,ROX1,FKH1,YHP1,DAL80	singletons	Singletons_in_ComplementCluster
chrII	163900	164300	YBL030C	18	FKH2,FKH1,ASH1,RGT1,DIG1,SPT23,PHO4,NRG1,PUT3,DAL80,RCS1,AFT2,AFT2,HAP4,HAP2,HAP3,HAP5,SKN7	WGD	WGD_in_WGDCluster
chrII	164675	165075	YBL029C-A	29	GLN3,DAL82,GZF3,GAT1,DAL80,SPT23,ABF1,HAP3,HAP5,HAP2,TEC1,SUM1,SWI5,SWI5,RDS1,PHD1,DIG1,STE12,RGT1,ADR1,TEC1,PHO4,SPT23,REB1,AZF1,SPT23,RLR1,SPT23,GCN4	singletons	Singletons_in_ComplementCluster
chrII	165836	166236	YBL029W	16	PHD1,THI2,DAL80,AZF1,ROX1,FKH1,SPT23,GLN3,DAL82,SPT23,DAL82,DAL80,AFT2,SPT23,MOT3,SPT23	singletons	Singletons_in_WGDCluster
chrII	167741	168141	YBL028C	22	SWI5,DIG1,STE12,YAP7,YAP3,YAP5,YAP6,ARR1,MOT3,DIG1,STE12,SPT23,FHL1,RAP1,SFP1,DIG1,RGT1,SPT23,SOK2,AFT2,TEC1,ADR1	singletons	Singletons_in_WGDCluster
chrII	168125	168525	YBL027W	25	SOK2,TEC1,ADR1,CAD1,YAP7,YAP3,YAP5,YAP6,ARR1,CIN5,ADR1,ADR1,RPN4,HAP1,DAL82,HAP3,HAP2,HAP5,SKN7,SOK2,TEC1,SKN7,TEC1,ADR1,SPT2	WGD	WGD_in_WGDCluster
chrII	170325	170725	YBL026W	21	SOK2,DAL80,SWI5,NRG1,SFP1,SWI6,REB1,GAL80,GAL4,RGT1,YHP1,DIG1,STE12,SPT23,DIG1,MOT3,DIG1,FKH2,FKH1,SPT23,DAL80	singletons	Singletons_in_ComplementCluster
chrII	171183	171583	YBL025W	17	DAL80,SPT23,DIG1,STE12,YAP3,YAP5,YAP6,ARR1,TEC1,SPT23,ADR1,HAP3,HAP2,HAP5,RLR1,RLR1,SPT23	singletons	Singletons_in_ComplementCluster
chrII	172236	172636	YBL024W	14	SPT23,SPT23,YHP1,CIN5,ABF1,SKO1,DIG1,DIG1,SPT23,SKO1,YAP7,DAL80,THI2,RGT1	SSD	SSD_in_SSDCluster
chrII	177429	177829	YBL023C	17	ADR1,YAP7,CIN5,SPT23,DIG1,SPT23,MCM1,MOT3,INO2,DAL80,FKH1,AFT2,MBP1,SPT23,SPT23,FKH1,FKH2	singletons	Singletons_in_ComplementCluster
chrII	181178	181578	YBL022C	26	AFT2,SPT23,THI2,FKH1,DIG1,STE12,SOK2,INO2,RCS1,DAL80,SOK2,HAP3,HAP5,HAP2,ASH1,RPN4,RCS1,AFT2,RCS1,AFT2,RAP1,FHL1,SFP1,RCS1,ROX1,DAL80	singletons	Singletons_in_ComplementCluster
chrII	181997	182397	YBL021C	17	SUM1,SOK2,HAP4,HAP2,HAP3,HAP5,YAP7,DIG1,RGT1,PHO4,SWI6,SOK2,SOK2,AFT2,AFT2,YAP1,UME1	singletons	Singletons_in_ComplementCluster
chrII	182103	182503	YBL020W	17	SUM1,SOK2,HAP4,HAP2,HAP3,HAP5,YAP7,DIG1,RGT1,PHO4,SWI6,SOK2,SOK2,AFT2,AFT2,YAP1,UME1	singletons	Singletons_in_ComplementCluster
chrII	184055	184455	YBL019W	14	CIN5,SUM1,DAL80,SPT23,FKH1,SWI5,DIG1,REB1,HAP4,HAP2,HAP3,HAP5,MOT3,THI2	singletons	Singletons_in_ComplementCluster
chrII	186377	186777	YBL018C	20	DAL80,DAL80,MOT3,DAL80,SWI6,MBP1,SPT2,SKO1,ASH1,STE12,DIG1,REB1,SWI6,AFT2,SOK2,RCS1,RIM101,INO2,INO4,DIG1	singletons	Singletons_in_ComplementCluster
chrII	191486	191886	YBL017C	7	TEC1,ADR1,DIG1,STE12,SPT23,SWI5,SOK2	singletons	Singletons_in_ComplementCluster
chrII	192153	192553	YBL016W	18	MOT3,DIG1,STE12,AFT2,AZF1,FKH1,DIG1,STE12,SOK2,TEC1,DIG1,STE12,SOK2,YAP7,HSF1,MOT3,SOK2,UME1	SSD	SSD_in_SSDCluster
chrII	193824	194224	YBL015W	19	HAP4,HAP2,HAP3,HAP5,HAP2,HAP3,HAP5,TEC1,FHL1,SFP1,RAP1,SWI5,MAC1,ADR1,MSN4,STB5,SOK2,FKH1,DIG1	singletons	Singletons_in_ComplementCluster
chrII	201651	202051	YBL014C	15	SWI5,SPT23,DAL80,REB1,MOT3,SOK2,ADR1,CIN5,DAL82,GLN3,MSN4,MOT3,AFT2,YOX1,TEC1	singletons	Singletons_in_ComplementCluster
chrII	201758	202158	YBL013W	15	SWI5,SPT23,DAL80,REB1,MOT3,SOK2,ADR1,CIN5,DAL82,GLN3,MSN4,MOT3,AFT2,YOX1,TEC1	singletons	Singletons_in_ComplementCluster
chrII	203240	203640	YBL011W	16	SPT23,REB1,TEC1,YOX1,HSF1,DIG1,TEC1,SOK2,AFT2,RIM101,SKN7,SWI6,MBP1,RLR1,UME1,SKN7	SSD	SSD_in_SSDCluster
chrII	206852	207252	YBL010C	21	DIG1,AFT2,MOT3,SPT23,STB1,SWI6,AZF1,DIG1,SWI6,STB1,SWI4,STE12,DIG1,STB1,SWI6,FKH2,FKH1,HAP3,HAP2,HAP5,SFP1	singletons	Singletons_in_SSDCluster
chrII	206896	207296	YBL009W	21	DIG1,AFT2,MOT3,SPT23,STB1,SWI6,AZF1,DIG1,SWI6,STB1,SWI4,STE12,DIG1,STB1,SWI6,FKH2,FKH1,HAP3,HAP2,HAP5,SFP1	WGD	WGD_in_SSDCluster
chrII	209111	209511	YBL008W-A	10	YAP7,AFT2,CAD1,YAP1,FKH1,CIN5,UME1,DAL80,DIG1,STE12	singletons	Singletons_in_ComplementCluster
chrII	209355	209755	YBL008W	3	DAL80,DIG1,STE12	SSD	SSD_in_WGDCluster
chrII	216269	216669	YBL007C	16	DIG1,STE12,TEC1,SPT23,INO2,GCR1,MSN4,NDD1,MCM1,ABF1,TEC1,THI2,YHP1,SOK2,MOT3,DAL80	singletons	Singletons_in_WGDCluster
chrII	216413	216813	YBL006W-A	17	DIG1,STE12,TEC1,SPT23,INO2,GCR1,MSN4,NDD1,MCM1,ABF1,TEC1,THI2,YHP1,SOK2,MOT3,DAL80,UME1	singletons	Singletons_in_ComplementCluster
chrII	217032	217432	YBL006C	21	STB5,PHO2,MOT3,RFX1,SPT23,SPT23,FKH1,STE12,SWI6,PDR3,ADR1,SUT1,PHD1,SWI6,PDR3,RGT1,GCN4,BAS1,TEC1,SPT2,HSF1	singletons	Singletons_in_WGDCluster
chrII	217172	217572	YBL005W	22	MOT3,RFX1,SPT23,SPT23,FKH1,STE12,SWI6,PDR3,ADR1,SUT1,PHD1,SWI6,PDR3,RGT1,GCN4,BAS1,TEC1,SPT2,HSF1,SWI5,SPT23,RTG3	WGD	WGD_in_WGDCluster
chrII	227338	227738	YBL004W	15	UME1,SPT23,SPT23,MOT3,AFT2,REB1,RAP1,SPT23,MOT3,TEC1,FKH1,FKH2,HAP2,HAP3,HAP5	singletons	Singletons_in_ComplementCluster
chrII	235695	236095	YBL003C	26	SPT23,MAC1,TEC1,CIN5,SIG1,MOT3,SOK2,SPT23,AZF1,RGT1,HSF1,DIG1,STE12,THI2,TEC1,DIG1,STE12,YAP7,CIN5,SWI6,STB1,MBP1,AFT2,ADR1,PHD1,HSF1	SSD	SSD_in_SSDCluster
chrII	236194	236594	YBL002W	17	DIG1,STE12,SWI6,MBP1,SWI6,DIG1,STE12,DIG1,GCN4,STE12,INO2,SWI5,ASH1,FKH1,FKH2,SPT23,HAP4	SSD	SSD_in_SSDCluster
chrII	237369	237769	YBL001C	15	SPT23,SUM1,DIG1,ADR1,AFT2,RPN4,AFT2,GCN4,DIG1,TEC1,DIG1,SPT23,INO2,ADR1,SPT23	singletons	Singletons_in_SSDCluster
chrII	241185	241585	YBR001C	27	SOK2,DAL82,RGT1,SOK2,PHD1,GCN4,FKH2,FKH1,FKH1,SPT23,SPT23,FKH2,INO4,ADR1,DAL82,CIN5,SKN7,AFT2,PHD1,RGT1,HAP3,HAP2,HAP5,REB1,ADR1,PHD1,SUT1	WGD	WGD_in_SSDCluster
chrII	242470	242870	YBR002C	14	MOT3,SPT2,FKH1,FKH2,REB1,DIG1,STE12,DIG1,TEC1,RGT1,REB1,DAL82,GLN3,SPT23	SSD	SSD_in_WGDCluster
chrII	242510	242910	YBR003W	14	MOT3,SPT2,FKH1,FKH2,REB1,DIG1,STE12,DIG1,TEC1,RGT1,REB1,DAL82,GLN3,SPT23	singletons	Singletons_in_WGDCluster
chrII	245569	245969	YBR004C	17	RGT1,ADR1,XBP1,DIG1,DIG1,RLR1,SPT2,SOK2,INO2,MOT3,AFT2,INO2,TEC1,HAP3,HAP2,HAP5,TEC1	singletons	Singletons_in_WGDCluster
chrII	245607	246007	YBR005W	17	RGT1,ADR1,XBP1,DIG1,DIG1,RLR1,SPT2,SOK2,INO2,MOT3,AFT2,INO2,TEC1,HAP3,HAP2,HAP5,TEC1	WGD	WGD_in_WGDCluster
chrII	246711	247111	YBR006W	15	SPT23,DAL80,DAL80,PHD1,GLN3,HAP4,HAP2,HAP3,HAP5,AFT2,SUM1,SPT23,ROX1,YHP1,ACE2	singletons	Singletons_in_ComplementCluster
chrII	250917	251317	YBR007C	28	SWI6,SWI4,CIN5,SKO1,STB5,FKH1,SPT23,RLR1,RLM1,SUM1,GAT1,DAL80,GZF3,DAL82,GLN3,DAL80,SPT23,AFT2,GAL4,SUM1,SOK2,RGT1,HSF1,DAL80,YHP1,STE12,DIG1,MBP1	singletons	Singletons_in_ComplementCluster
chrII	254110	254510	YBR008C	29	TEC1,YOX1,TEC1,STB1,HSF1,TEC1,MSN4,MOT3,YAP1,CAD1,YAP7,ASH1,GCN4,DAL80,MSN2,YAP7,CAD1,GCN4,YAP1,ASH1,HAP2,HAP3,HAP5,GCN4,CIN5,MOT3,INO2,DIG1,RGT1	singletons	Singletons_in_ComplementCluster
